[1492, 1000]
[folio, [345.0, 152.0, 320.0, 18.0], 8DbiUt0MGP, 5720543]
[paragraph, [146.0, 1000.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1018.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1036.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1054.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1072.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1090.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1108.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1126.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1144.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1162.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1180.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1198.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1216.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1234.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1252.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1270.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[paragraph, [146.0, 1288.0, 738.0, 18.0], JCSRldSK8X, 5720543]
[folio, [762.0, 1311.0, 42.0, 18.0], shoonya_1sKLQL71AJPTW4, 5720543]
