[1240, 1755]
[second-level-question, [1028.0, 136.0, 594.0, 18.0], ZUsEwjDTuq, 5729299]
[second-level-question, [177.0, 654.0, 605.0, 18.0], shoonya_3s7RI2UKC73V6N, 5729299]
[second-level-question, [1028.0, 601.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 619.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 637.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 655.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 673.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 691.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 709.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 727.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [1028.0, 745.0, 596.0, 18.0], JUnDu1Tbnc, 5729299]
[second-level-question, [173.0, 689.0, 596.0, 18.0], 46tQtWE4qn, 5729299]
[second-level-question, [173.0, 707.0, 596.0, 18.0], 46tQtWE4qn, 5729299]
[second-level-question, [173.0, 725.0, 596.0, 18.0], 46tQtWE4qn, 5729299]
[second-level-question, [175.0, 759.0, 596.0, 18.0], MYH7xq4W-V, 5729299]
[second-level-question, [175.0, 777.0, 596.0, 18.0], MYH7xq4W-V, 5729299]
[second-level-question, [175.0, 795.0, 596.0, 18.0], MYH7xq4W-V, 5729299]
[second-level-question, [175.0, 813.0, 596.0, 18.0], MYH7xq4W-V, 5729299]
[second-level-question, [173.0, 833.0, 601.0, 18.0], MzWJ3mOo6s, 5729299]
[second-level-question, [173.0, 851.0, 601.0, 18.0], MzWJ3mOo6s, 5729299]
[second-level-question, [173.0, 869.0, 601.0, 18.0], MzWJ3mOo6s, 5729299]
[second-level-question, [173.0, 906.0, 603.0, 18.0], GWtZSU0OFF, 5729299]
[second-level-question, [173.0, 924.0, 603.0, 18.0], GWtZSU0OFF, 5729299]
[second-level-question, [173.0, 942.0, 603.0, 18.0], GWtZSU0OFF, 5729299]
[second-level-question, [173.0, 960.0, 603.0, 18.0], GWtZSU0OFF, 5729299]
[second-level-question, [173.0, 978.0, 603.0, 18.0], GWtZSU0OFF, 5729299]
[second-level-question, [175.0, 1009.0, 607.0, 18.0], YxUMM620Ki, 5729299]
[second-level-question, [175.0, 1027.0, 607.0, 18.0], YxUMM620Ki, 5729299]
[second-level-question, [175.0, 1045.0, 607.0, 18.0], YxUMM620Ki, 5729299]
[second-level-question, [175.0, 1063.0, 607.0, 18.0], YxUMM620Ki, 5729299]
