[872, 605]
[folio, [453.0, 39.0, 92.0, 18.0], sSjKTzeQTA, 6456857]
[paragraph, [314.0, 574.0, 141.0, 18.0], I-_UmyKbT_, 6456857]
[paragraph, [50.0, 590.0, 240.0, 18.0], rNWwl71Ry-, 6456857]
[paragraph, [50.0, 608.0, 240.0, 18.0], rNWwl71Ry-, 6456857]
[paragraph, [304.0, 595.0, 251.0, 18.0], PU_4Az3yGi, 6456857]
[paragraph, [51.0, 626.0, 250.0, 18.0], xVKfBamWmk, 6456857]
[paragraph, [306.0, 630.0, 250.0, 18.0], K-JZEapB67, 6456857]
[paragraph, [53.0, 659.0, 248.0, 18.0], 0S61hipBV9, 6456857]
[paragraph, [53.0, 677.0, 248.0, 18.0], 0S61hipBV9, 6456857]
[paragraph, [53.0, 695.0, 248.0, 18.0], 0S61hipBV9, 6456857]
[paragraph, [53.0, 713.0, 248.0, 18.0], 0S61hipBV9, 6456857]
[reference, [307.0, 672.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [307.0, 690.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [307.0, 708.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [307.0, 726.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [307.0, 744.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [307.0, 762.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [307.0, 780.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [307.0, 798.0, 245.0, 18.0], IM3y_z0YT4, 6456857]
[reference, [58.0, 751.0, 240.0, 18.0], gMvQJbb-C1, 6456857]
[reference, [58.0, 769.0, 240.0, 18.0], gMvQJbb-C1, 6456857]
[reference, [58.0, 787.0, 240.0, 18.0], gMvQJbb-C1, 6456857]
[reference, [58.0, 805.0, 240.0, 18.0], gMvQJbb-C1, 6456857]
