[1388, 886]
[folio, [638.0, 52.0, 206.0, 18.0], jrWYy51YiC, 5742889]
[paragraph, [447.0, 1262.0, 415.0, 18.0], EBprQ6P9xo, 5742889]
[paragraph, [447.0, 1280.0, 415.0, 18.0], EBprQ6P9xo, 5742889]
[paragraph, [447.0, 1298.0, 415.0, 18.0], EBprQ6P9xo, 5742889]
[paragraph, [32.0, 315.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 333.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 351.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 369.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 387.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 405.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 423.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 441.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 459.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 477.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 495.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 513.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 531.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 549.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 567.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 585.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 603.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 621.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 639.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 657.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 675.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 693.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 711.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 729.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 747.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 765.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 783.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 801.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 819.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 837.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 855.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 873.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 891.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 909.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 927.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 945.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 963.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 981.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 999.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1017.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1035.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1053.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1071.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1089.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1107.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1125.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1143.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1161.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1179.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1197.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1215.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1233.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1251.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1269.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1287.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[paragraph, [32.0, 1305.0, 404.0, 18.0], pV9FM0VfzF, 5742889]
[footnote, [573.0, 1349.0, 260.0, 18.0], zD14xc4q2c, 5742889]
