[1625, 1211]
[paragraph, [423.0, 110.0, 341.0, 36.0], IcfQn2tDqX, 5742932]
[paragraph, [772.0, 1008.0, 349.0, 36.0], RParX_Dc2l, 5742932]
[paragraph, [772.0, 1044.0, 349.0, 36.0], RParX_Dc2l, 5742932]
[paragraph, [772.0, 1080.0, 349.0, 36.0], RParX_Dc2l, 5742932]
[paragraph, [71.0, 1089.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1125.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1161.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1197.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1233.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1269.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1305.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1341.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1377.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1413.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[paragraph, [71.0, 1449.0, 346.0, 36.0], s6yZgHlV-m, 5742932]
[section-title, [468.0, 1151.0, 625.0, 49.5], qioc2ominT, 5742932]
[paragraph, [787.0, 1222.0, 343.0, 36.0], Q0Bq1I9vSb, 5742932]
[paragraph, [787.0, 1258.0, 343.0, 36.0], Q0Bq1I9vSb, 5742932]
[paragraph, [787.0, 1294.0, 343.0, 36.0], Q0Bq1I9vSb, 5742932]
[paragraph, [787.0, 1330.0, 343.0, 36.0], Q0Bq1I9vSb, 5742932]
[paragraph, [787.0, 1366.0, 343.0, 36.0], Q0Bq1I9vSb, 5742932]
[paragraph, [787.0, 1402.0, 343.0, 36.0], Q0Bq1I9vSb, 5742932]
[paragraph, [787.0, 1438.0, 343.0, 36.0], Q0Bq1I9vSb, 5742932]
[paragraph, [432.0, 1227.0, 350.0, 36.0], PPg7QPkQmV, 5742932]
[paragraph, [432.0, 1263.0, 350.0, 36.0], PPg7QPkQmV, 5742932]
[paragraph, [432.0, 1299.0, 350.0, 36.0], PPg7QPkQmV, 5742932]
[paragraph, [432.0, 1335.0, 350.0, 36.0], PPg7QPkQmV, 5742932]
[paragraph, [432.0, 1371.0, 350.0, 36.0], PPg7QPkQmV, 5742932]
[paragraph, [432.0, 1407.0, 350.0, 36.0], PPg7QPkQmV, 5742932]
[paragraph, [432.0, 1443.0, 350.0, 36.0], PPg7QPkQmV, 5742932]
