[1806, 1262]
[folio, [621.0, 103.0, 472.0, 36.0], shoonya_3s2PJH4CLWQT3A, 5680312]
[paragraph, [653.0, 661.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 697.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 733.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 769.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 805.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 841.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 877.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 913.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 949.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 985.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1021.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1057.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1093.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1129.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1165.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1201.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1237.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1273.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1309.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1345.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1381.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [653.0, 1417.0, 506.0, 36.0], shoonya_2s8PJBT5I7AW4U, 5680312]
[paragraph, [96.0, 914.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 950.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 986.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1022.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1058.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1094.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1130.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1166.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1202.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1238.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1274.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1310.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1346.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1382.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1418.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1454.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1490.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1526.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1562.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1598.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1634.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [96.0, 1670.0, 503.0, 36.0], x0KoiFNM2v, 5680312]
[paragraph, [660.0, 1492.0, 501.0, 36.0], CZ-Dpm4QTm, 5680312]
[paragraph, [660.0, 1528.0, 501.0, 36.0], CZ-Dpm4QTm, 5680312]
[paragraph, [660.0, 1564.0, 501.0, 36.0], CZ-Dpm4QTm, 5680312]
[paragraph, [660.0, 1600.0, 501.0, 36.0], CZ-Dpm4QTm, 5680312]
[paragraph, [660.0, 1636.0, 501.0, 36.0], CZ-Dpm4QTm, 5680312]
[paragraph, [660.0, 1672.0, 501.0, 36.0], CZ-Dpm4QTm, 5680312]
