[1818, 1374]
[folio, [561.0, 99.0, 239.0, 36.0], shoonya_0sHTPU3UNS2JTP, 5682489]
[paragraph, [106.0, 928.0, 566.0, 36.0], Rj8biwUocd, 5682489]
[paragraph, [106.0, 964.0, 566.0, 36.0], Rj8biwUocd, 5682489]
[paragraph, [106.0, 1000.0, 566.0, 36.0], Rj8biwUocd, 5682489]
[paragraph, [106.0, 1036.0, 566.0, 36.0], Rj8biwUocd, 5682489]
[paragraph, [693.0, 703.0, 575.0, 36.0], WvdzFnUOmS, 5682489]
[paragraph, [693.0, 739.0, 575.0, 36.0], WvdzFnUOmS, 5682489]
[paragraph, [693.0, 775.0, 575.0, 36.0], WvdzFnUOmS, 5682489]
[paragraph, [693.0, 811.0, 575.0, 36.0], WvdzFnUOmS, 5682489]
[paragraph, [693.0, 847.0, 575.0, 36.0], WvdzFnUOmS, 5682489]
[paragraph, [693.0, 883.0, 575.0, 36.0], WvdzFnUOmS, 5682489]
[paragraph, [693.0, 919.0, 575.0, 36.0], WvdzFnUOmS, 5682489]
[paragraph, [695.0, 990.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1026.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1062.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1098.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1134.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1170.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1206.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1242.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1278.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1314.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1350.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1386.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1422.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1458.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [695.0, 1494.0, 573.0, 36.0], xF_W_gh2FN, 5682489]
[paragraph, [111.0, 1115.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1151.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1187.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1223.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1259.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1295.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1331.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1367.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1403.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1439.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1475.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1511.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1547.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [111.0, 1583.0, 563.0, 36.0], OXPUFM_7-w, 5682489]
[paragraph, [699.0, 1558.0, 570.0, 36.0], i9UcHBazD6, 5682489]
[paragraph, [699.0, 1594.0, 570.0, 36.0], i9UcHBazD6, 5682489]
