[1468, 909]
[folio, [363.0, 77.0, 154.0, 18.0], cKfhmHBOOL, 5770069]
[paragraph, [457.0, 718.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 736.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 754.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 772.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 790.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 808.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 826.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 844.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 862.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 880.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 898.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 916.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 934.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 952.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 970.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 988.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 1006.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 1024.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 1042.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [457.0, 1060.0, 378.0, 18.0], p_2F61xFwR, 5770069]
[paragraph, [76.0, 144.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 162.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 180.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 198.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 216.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 234.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 252.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 270.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 288.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 306.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 324.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 342.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 360.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 378.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 396.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 414.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 432.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 450.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 468.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 486.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[paragraph, [76.0, 504.0, 373.0, 18.0], 7-kTWQuW3F, 5770069]
[section-title, [128.0, 528.0, 265.0, 30.0], 6uivckIt3Q, 5770069]
[paragraph, [71.0, 580.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 598.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 616.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 634.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 652.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 670.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 688.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 706.0, 378.0, 18.0], HzE3vEsgjs, 5770069]
[paragraph, [71.0, 724.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [71.0, 742.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [71.0, 760.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [71.0, 778.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [71.0, 796.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [71.0, 814.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [71.0, 832.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [71.0, 850.0, 377.0, 18.0], fziQdc3ff1, 5770069]
[paragraph, [73.0, 870.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 888.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 906.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 924.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 942.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 960.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 978.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 996.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 1014.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 1032.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [73.0, 1050.0, 377.0, 18.0], OeYAvox0RE, 5770069]
[paragraph, [80.0, 1071.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [80.0, 1089.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [80.0, 1107.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [80.0, 1125.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [80.0, 1143.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [80.0, 1161.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [80.0, 1179.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [80.0, 1197.0, 372.0, 18.0], Am2yriQFKF, 5770069]
[paragraph, [482.0, 1082.0, 337.0, 18.0], 6Cgp6PPfXk, 5770069]
[paragraph, [482.0, 1100.0, 337.0, 18.0], 6Cgp6PPfXk, 5770069]
[paragraph, [482.0, 1118.0, 337.0, 18.0], 6Cgp6PPfXk, 5770069]
[paragraph, [482.0, 1136.0, 337.0, 18.0], 6Cgp6PPfXk, 5770069]
[paragraph, [482.0, 1154.0, 337.0, 18.0], 6Cgp6PPfXk, 5770069]
[paragraph, [482.0, 1172.0, 337.0, 18.0], 6Cgp6PPfXk, 5770069]
[paragraph, [482.0, 1190.0, 337.0, 18.0], 6Cgp6PPfXk, 5770069]
[paragraph, [457.0, 1204.0, 373.0, 18.0], CytQBxSWml, 5770069]
[paragraph, [457.0, 1222.0, 373.0, 18.0], CytQBxSWml, 5770069]
[paragraph, [457.0, 1240.0, 373.0, 18.0], CytQBxSWml, 5770069]
[paragraph, [457.0, 1258.0, 373.0, 18.0], CytQBxSWml, 5770069]
[paragraph, [80.0, 1213.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1231.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1249.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1267.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1285.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1303.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1321.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1339.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1357.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [80.0, 1375.0, 372.0, 18.0], _xNbkadqk-, 5770069]
[paragraph, [460.0, 1266.0, 373.0, 18.0], SvhFyy3myR, 5770069]
[paragraph, [460.0, 1284.0, 373.0, 18.0], SvhFyy3myR, 5770069]
[paragraph, [460.0, 1302.0, 373.0, 18.0], SvhFyy3myR, 5770069]
[paragraph, [460.0, 1320.0, 373.0, 18.0], SvhFyy3myR, 5770069]
[paragraph, [460.0, 1338.0, 373.0, 18.0], SvhFyy3myR, 5770069]
[paragraph, [460.0, 1356.0, 373.0, 18.0], SvhFyy3myR, 5770069]
[paragraph, [460.0, 1374.0, 373.0, 18.0], SvhFyy3myR, 5770069]
