[1823, 1375]
[folio, [626.0, 98.0, 118.0, 36.0], shoonya_3sT80TMZHCAU2J, 5684110]
[paragraph, [700.0, 492.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 528.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 564.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 600.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 636.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 672.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 708.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 744.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 780.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 816.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 852.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 888.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 924.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 960.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 996.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1032.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1068.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1104.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1140.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1176.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1212.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1248.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1284.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1320.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1356.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1392.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1428.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1464.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1500.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1536.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1572.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
[paragraph, [700.0, 1608.0, 571.0, 36.0], kgHFCVv6Jf, 5684110]
