[864, 612]
[folio, [226.0, 92.0, 155.0, 18.0], E3FdYCrK8P, 5717587]
[sub-ordered-list, [64.0, 483.0, 485.0, 18.0], Y-e8SvL-zl, 5717587]
[sub-ordered-list, [66.0, 516.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 534.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 552.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 570.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 588.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 606.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 624.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 642.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 660.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 678.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 696.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 714.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 732.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 750.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[sub-ordered-list, [66.0, 768.0, 484.0, 18.0], 7KG4OmtNXS, 5717587]
[subsub-ordered-list, [97.0, 553.0, 454.0, 18.0], VEhJIuochw, 5717587]
[subsub-ordered-list, [97.0, 571.0, 454.0, 18.0], VEhJIuochw, 5717587]
[subsub-ordered-list, [97.0, 589.0, 454.0, 18.0], VEhJIuochw, 5717587]
[subsub-ordered-list, [97.0, 607.0, 454.0, 18.0], VEhJIuochw, 5717587]
[subsub-ordered-list, [97.0, 625.0, 454.0, 18.0], VEhJIuochw, 5717587]
[subsub-ordered-list, [97.0, 643.0, 454.0, 18.0], VEhJIuochw, 5717587]
[subsub-ordered-list, [97.0, 661.0, 454.0, 18.0], VEhJIuochw, 5717587]
