[2339, 1656]
[paragraph, [90.0, 121.0, 704.0, 36.0], shoonya_2sVNFD52YCN58O, 5749580]
[paragraph, [95.0, 1517.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1553.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1589.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1625.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1661.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1697.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1733.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1769.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1805.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1841.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [95.0, 1877.0, 709.0, 36.0], shoonya_0sOEVMKOI9E7F7, 5749580]
[paragraph, [834.0, 1553.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1589.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1625.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1661.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1697.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1733.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1769.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1805.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1841.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1877.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1913.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1949.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 1985.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 2021.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [834.0, 2057.0, 705.0, 36.0], shoonya_5s3YNX4O0SDQ7Y, 5749580]
[paragraph, [269.0, 1935.0, 366.0, 36.0], u4SJU3TNJw, 5749580]
[paragraph, [269.0, 1971.0, 366.0, 36.0], u4SJU3TNJw, 5749580]
[paragraph, [269.0, 2007.0, 366.0, 36.0], u4SJU3TNJw, 5749580]
[paragraph, [269.0, 2043.0, 366.0, 36.0], u4SJU3TNJw, 5749580]
