[1754, 1241]
[paragraph, [149.0, 152.0, 459.0, 36.0], shoonya_5sQ1WNBA5TUUB1, 5778081]
[paragraph, [646.0, 1242.0, 461.0, 36.0], shoonya_0s4CA2H73WT5TK, 5778081]
[paragraph, [646.0, 1278.0, 461.0, 36.0], shoonya_0s4CA2H73WT5TK, 5778081]
[paragraph, [646.0, 1314.0, 461.0, 36.0], shoonya_0s4CA2H73WT5TK, 5778081]
[paragraph, [646.0, 1350.0, 461.0, 36.0], shoonya_0s4CA2H73WT5TK, 5778081]
[paragraph, [149.0, 981.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1017.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1053.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1089.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1125.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1161.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1197.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1233.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1269.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1305.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1341.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
[paragraph, [149.0, 1377.0, 460.0, 36.0], shoonya_3sZZWQM3SLDICZ, 5778081]
