[1806, 1262]
[paragraph, [86.0, 159.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [643.0, 601.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 637.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [649.0, 695.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 731.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 767.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 803.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 839.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 875.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 911.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 947.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 983.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1019.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1055.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1091.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1127.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1163.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1199.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1235.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1271.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1307.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1343.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1379.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1415.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1451.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1487.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1523.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1559.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1595.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1631.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [649.0, 1667.0, 522.0, 36.0], 7jX13-uQiX, 5681671]
[paragraph, [85.0, 1276.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1312.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1348.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1384.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1420.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1456.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1492.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1528.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1564.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1600.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1636.0, 525.0, 36.0], haY-ijUiNw, 5681671]
[paragraph, [85.0, 1672.0, 525.0, 36.0], haY-ijUiNw, 5681671]
