[1650, 1275]
[paragraph, [317.0, 208.0, 765.0, 36.0], shoonya_0sX2ILGVHXQ600, 6468163]
[ordered-list, [297.0, 1197.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1233.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1269.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1305.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1341.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1377.0, 802.0, 36.0], LczGne9zUL, 6468163]
[sub-unordered-list, [324.0, 861.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 879.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 897.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 915.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 933.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 951.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 969.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 987.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1005.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1023.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1041.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1059.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1077.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1095.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1113.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1131.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1149.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1167.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1185.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1203.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1221.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1239.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1257.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1275.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1293.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1311.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1329.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1347.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1365.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[sub-unordered-list, [324.0, 1383.0, 753.0, 18.0], mqpRYkAm6f, 6468163]
[folio, [246.0, 1432.0, 439.0, 36.0], vMGqT6SCZs, 6468163]
