[1823, 1375]
[folio, [983.0, 94.0, 293.0, 36.0], awPJC-9uyQ, 5683782]
[paragraph, [105.0, 447.0, 583.0, 36.0], shoonya_2s4RELG9REOAP0, 5683782]
[paragraph, [105.0, 483.0, 583.0, 36.0], shoonya_2s4RELG9REOAP0, 5683782]
[paragraph, [105.0, 519.0, 583.0, 36.0], shoonya_2s4RELG9REOAP0, 5683782]
[paragraph, [105.0, 555.0, 583.0, 36.0], shoonya_2s4RELG9REOAP0, 5683782]
[paragraph, [105.0, 591.0, 583.0, 36.0], shoonya_2s4RELG9REOAP0, 5683782]
[paragraph, [106.0, 649.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 685.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 721.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 757.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 793.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 829.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 865.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 901.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 937.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 973.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1009.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1045.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1081.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1117.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1153.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1189.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1225.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1261.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1297.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1333.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1369.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1405.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1441.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1477.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1513.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1549.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1585.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1621.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
[paragraph, [106.0, 1657.0, 579.0, 36.0], shoonya_1sHT4WE1IG620P, 5683782]
