[1468, 909]
[folio, [349.0, 79.0, 174.0, 18.0], I_4rgV551j, 5770627]
[paragraph, [82.0, 838.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 856.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 874.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 892.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 910.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 928.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 946.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 964.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 982.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1000.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1018.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1036.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1054.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1072.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1090.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1108.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1126.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1144.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1162.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1180.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1198.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1216.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1234.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1252.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1270.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1288.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1306.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1324.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1342.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1360.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 1378.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [452.0, 1181.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1199.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1217.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1235.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1253.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1271.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1289.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1307.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1325.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1343.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1361.0, 383.0, 18.0], AERRN7VeFM, 5770627]
[paragraph, [452.0, 1379.0, 383.0, 18.0], AERRN7VeFM, 5770627]
