[1372, 849]
[section-title, [358.0, 69.0, 145.0, 30.0], shoonya_0sMN7NF6VYATAT, 5710394]
[paragraph, [93.0, 649.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 667.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 685.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 703.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 721.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 739.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 757.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 775.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 793.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 811.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 829.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 847.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 865.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 883.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 901.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 919.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 937.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 955.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 973.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 991.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 1009.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 1027.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [48.0, 1052.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1070.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1088.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1106.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1124.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1142.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1160.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1178.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [48.0, 1196.0, 736.0, 18.0], PMpt8qlQNj, 5710394]
[paragraph, [91.0, 1215.0, 670.0, 18.0], g0RoWoZmlB, 5710394]
[paragraph, [91.0, 1233.0, 670.0, 18.0], g0RoWoZmlB, 5710394]
[paragraph, [91.0, 1251.0, 670.0, 18.0], g0RoWoZmlB, 5710394]
[paragraph, [91.0, 1269.0, 670.0, 18.0], g0RoWoZmlB, 5710394]
[paragraph, [91.0, 1287.0, 670.0, 18.0], g0RoWoZmlB, 5710394]
