[1241, 798]
[folio, [89.0, 62.0, 134.0, 18.0], shoonya_5sCC1JKNLNVXSS, 5701866]
[paragraph, [90.0, 981.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 999.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1017.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1035.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1053.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1071.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1089.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1107.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1125.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 1143.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
