[1300, 900]
[folio, [392.0, 35.0, 121.0, 18.0], ZPq4DRYjr2, 5732282]
[paragraph, [98.0, 652.0, 702.0, 18.0], shoonya_1sX8B8NNC3ZHZL, 5732282]
[paragraph, [98.0, 670.0, 702.0, 18.0], shoonya_1sX8B8NNC3ZHZL, 5732282]
[paragraph, [98.0, 688.0, 702.0, 18.0], shoonya_1sX8B8NNC3ZHZL, 5732282]
[paragraph, [145.0, 719.0, 552.0, 18.0], shoonya_5s5TUJ4BXAJF6M, 5732282]
[paragraph, [145.0, 737.0, 552.0, 18.0], shoonya_5s5TUJ4BXAJF6M, 5732282]
[paragraph, [112.0, 770.0, 689.0, 18.0], shoonya_7sHAU3HQKBIHTN, 5732282]
[paragraph, [112.0, 788.0, 689.0, 18.0], shoonya_7sHAU3HQKBIHTN, 5732282]
[paragraph, [112.0, 806.0, 689.0, 18.0], shoonya_7sHAU3HQKBIHTN, 5732282]
[paragraph, [112.0, 824.0, 689.0, 18.0], shoonya_7sHAU3HQKBIHTN, 5732282]
[paragraph, [112.0, 842.0, 689.0, 18.0], shoonya_7sHAU3HQKBIHTN, 5732282]
[paragraph, [112.0, 869.0, 688.0, 18.0], MFO_ve0pJR, 5732282]
[paragraph, [112.0, 887.0, 688.0, 18.0], MFO_ve0pJR, 5732282]
[paragraph, [112.0, 905.0, 688.0, 18.0], MFO_ve0pJR, 5732282]
[paragraph, [112.0, 923.0, 688.0, 18.0], MFO_ve0pJR, 5732282]
[paragraph, [112.0, 941.0, 688.0, 18.0], MFO_ve0pJR, 5732282]
[paragraph, [112.0, 959.0, 688.0, 18.0], MFO_ve0pJR, 5732282]
[paragraph, [112.0, 977.0, 688.0, 18.0], MFO_ve0pJR, 5732282]
[paragraph, [103.0, 1007.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1025.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1043.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1061.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1079.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1097.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1115.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1133.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1151.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [103.0, 1169.0, 701.0, 18.0], shoonya_4s8V10K5LQXSLM, 5732282]
[paragraph, [148.0, 1193.0, 650.0, 18.0], _oxjb9fc53, 5732282]
[paragraph, [148.0, 1211.0, 650.0, 18.0], _oxjb9fc53, 5732282]
