[2339, 1656]
[paragraph, [95.0, 53.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1961.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1997.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 2033.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [834.0, 54.0, 714.0, 36.0], shoonya_3s85UWPEMQZ570, 5750106]
[paragraph, [834.0, 90.0, 714.0, 36.0], shoonya_3s85UWPEMQZ570, 5750106]
[paragraph, [834.0, 126.0, 714.0, 36.0], shoonya_3s85UWPEMQZ570, 5750106]
[paragraph, [834.0, 162.0, 714.0, 36.0], shoonya_3s85UWPEMQZ570, 5750106]
[paragraph, [834.0, 198.0, 714.0, 36.0], shoonya_3s85UWPEMQZ570, 5750106]
[paragraph, [834.0, 234.0, 714.0, 36.0], shoonya_3s85UWPEMQZ570, 5750106]
[paragraph, [834.0, 270.0, 714.0, 36.0], shoonya_3s85UWPEMQZ570, 5750106]
[paragraph, [835.0, 330.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 366.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 402.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 438.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 474.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 510.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 546.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 582.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 618.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 654.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 690.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 726.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 762.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 798.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 834.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 870.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 906.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 942.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 978.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [835.0, 1014.0, 713.0, 36.0], shoonya_1s5R161M24EC0O, 5750106]
[paragraph, [847.0, 1047.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1083.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1119.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1155.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1191.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1227.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1263.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1299.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1335.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1371.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1407.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1443.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1479.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1515.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1551.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [847.0, 1587.0, 707.0, 36.0], shoonya_0sX6Y5WV7F9DSB, 5750106]
[paragraph, [948.0, 1809.0, 517.0, 36.0], 5kfUP0YeoA, 5750106]
[paragraph, [948.0, 1845.0, 517.0, 36.0], 5kfUP0YeoA, 5750106]
[paragraph, [948.0, 1881.0, 517.0, 36.0], 5kfUP0YeoA, 5750106]
[paragraph, [850.0, 1921.0, 715.0, 36.0], shoonya_4sSUXKUO3E6STM, 5750106]
[paragraph, [850.0, 1957.0, 715.0, 36.0], shoonya_4sSUXKUO3E6STM, 5750106]
[paragraph, [850.0, 1993.0, 715.0, 36.0], shoonya_4sSUXKUO3E6STM, 5750106]
[paragraph, [850.0, 2029.0, 715.0, 36.0], shoonya_4sSUXKUO3E6STM, 5750106]
