[1388, 886]
[folio, [662.0, 58.0, 194.0, 18.0], nffpn4YYuz, 5742513]
[paragraph, [452.0, 589.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 607.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 625.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 643.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 661.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 679.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 697.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 715.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 733.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 751.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 769.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 787.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 805.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 823.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 841.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 859.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 877.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 895.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 913.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 931.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 949.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 967.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 985.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 1003.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 1021.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 1039.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 1057.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 1075.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 1093.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 1111.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [32.0, 793.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 811.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 829.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 847.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 865.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 883.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 901.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 919.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 937.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 955.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 973.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 991.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1009.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1027.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1045.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1063.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1081.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1099.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1117.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1135.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1153.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1171.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1189.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1207.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1225.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1243.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1261.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1279.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [32.0, 1297.0, 397.0, 18.0], 6NAJy4U24n, 5742513]
[paragraph, [448.0, 1142.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1160.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1178.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1196.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1214.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1232.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1250.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1268.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1286.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[paragraph, [448.0, 1304.0, 405.0, 18.0], hrNcuvoJYJ, 5742513]
[footnote, [575.0, 1355.0, 253.0, 18.0], kd6qKQO8Xj, 5742513]
