[1326, 829]
[folio, [323.0, 70.0, 145.0, 18.0], po1DVQfyyA, 5770182]
[paragraph, [71.0, 932.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 950.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 968.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 986.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 1004.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 1022.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [416.0, 765.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 783.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 801.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 819.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 837.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 855.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 873.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 891.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 909.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 927.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 945.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 963.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 981.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 999.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [416.0, 1017.0, 335.0, 18.0], oE1_Fw8X-r, 5770182]
[paragraph, [70.0, 1033.0, 337.0, 18.0], DDrDi5J1rS, 5770182]
[paragraph, [70.0, 1051.0, 337.0, 18.0], DDrDi5J1rS, 5770182]
[paragraph, [70.0, 1069.0, 337.0, 18.0], DDrDi5J1rS, 5770182]
[paragraph, [70.0, 1087.0, 337.0, 18.0], DDrDi5J1rS, 5770182]
[paragraph, [70.0, 1105.0, 337.0, 18.0], DDrDi5J1rS, 5770182]
[paragraph, [70.0, 1123.0, 337.0, 18.0], DDrDi5J1rS, 5770182]
[paragraph, [70.0, 1141.0, 337.0, 18.0], DDrDi5J1rS, 5770182]
[paragraph, [416.0, 1057.0, 334.0, 18.0], zeh5VpWF1x, 5770182]
[paragraph, [416.0, 1075.0, 334.0, 18.0], zeh5VpWF1x, 5770182]
[paragraph, [416.0, 1093.0, 334.0, 18.0], zeh5VpWF1x, 5770182]
[paragraph, [416.0, 1111.0, 334.0, 18.0], zeh5VpWF1x, 5770182]
[paragraph, [416.0, 1129.0, 334.0, 18.0], zeh5VpWF1x, 5770182]
[paragraph, [416.0, 1147.0, 334.0, 18.0], zeh5VpWF1x, 5770182]
[footnote, [124.0, 1172.0, 467.0, 18.0], _uLYjMLw6K, 5770182]
[footnote, [124.0, 1190.0, 467.0, 18.0], _uLYjMLw6K, 5770182]
[footnote, [124.0, 1208.0, 467.0, 18.0], _uLYjMLw6K, 5770182]
[footnote, [124.0, 1226.0, 467.0, 18.0], _uLYjMLw6K, 5770182]
