[1823, 1375]
[folio, [500.0, 108.0, 373.0, 36.0], shoonya_5sCEDV1V83BZ9Y, 5683554]
[paragraph, [695.0, 1380.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1416.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1452.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1488.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1524.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1560.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1596.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1632.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1668.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [106.0, 1036.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1072.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1108.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1144.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1180.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1216.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1252.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1288.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1324.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1360.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1396.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1432.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1468.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1504.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1540.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1576.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1612.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1648.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
[paragraph, [106.0, 1684.0, 571.0, 36.0], shoonya_1sIHG09HN7W611, 5683554]
