[1244, 900]
[chapter-title, [261.0, 33.0, 244.0, 30.0], shoonya_9sQB46AWT8X4FS, 5776044]
[paragraph, [88.0, 787.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 805.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 823.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 841.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 859.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 877.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 895.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 913.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 931.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 949.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 967.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 985.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 1003.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [90.0, 1020.0, 622.0, 18.0], shoonya_4sWR7MXF0PHKQN, 5776044]
[paragraph, [90.0, 1038.0, 622.0, 18.0], shoonya_4sWR7MXF0PHKQN, 5776044]
[paragraph, [90.0, 1056.0, 622.0, 18.0], shoonya_4sWR7MXF0PHKQN, 5776044]
