[1468, 909]
[headline, [367.0, 69.0, 213.0, 25.5], shoonya_1s2J3VO6M86CVZ, 5769886]
[paragraph, [457.0, 372.0, 372.0, 18.0], r5Cm-5mHoX, 5769886]
[paragraph, [457.0, 390.0, 372.0, 18.0], r5Cm-5mHoX, 5769886]
[paragraph, [457.0, 408.0, 372.0, 18.0], r5Cm-5mHoX, 5769886]
[paragraph, [458.0, 429.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 447.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 465.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 483.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 501.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 519.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 537.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 555.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 573.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 591.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 609.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 627.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 645.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 663.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 681.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 699.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 717.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 735.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 753.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 771.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [458.0, 789.0, 372.0, 18.0], hfSt7aMi_3, 5769886]
[paragraph, [73.0, 625.0, 378.0, 18.0], shoonya_2sRW6LIRXF408R, 5769886]
[paragraph, [73.0, 643.0, 378.0, 18.0], shoonya_2sRW6LIRXF408R, 5769886]
[paragraph, [73.0, 661.0, 378.0, 18.0], shoonya_2sRW6LIRXF408R, 5769886]
[paragraph, [73.0, 679.0, 378.0, 18.0], shoonya_2sRW6LIRXF408R, 5769886]
[paragraph, [73.0, 697.0, 378.0, 18.0], shoonya_2sRW6LIRXF408R, 5769886]
[paragraph, [73.0, 715.0, 378.0, 18.0], dzuHtsuv6s, 5769886]
[paragraph, [73.0, 733.0, 378.0, 18.0], dzuHtsuv6s, 5769886]
[paragraph, [73.0, 751.0, 378.0, 18.0], dzuHtsuv6s, 5769886]
[paragraph, [73.0, 769.0, 378.0, 18.0], dzuHtsuv6s, 5769886]
[paragraph, [73.0, 787.0, 378.0, 18.0], dzuHtsuv6s, 5769886]
[paragraph, [73.0, 805.0, 378.0, 18.0], dzuHtsuv6s, 5769886]
[paragraph, [458.0, 801.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [458.0, 819.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [458.0, 837.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [458.0, 855.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [458.0, 873.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [458.0, 891.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [458.0, 909.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [458.0, 927.0, 368.0, 18.0], lKOXkh84km, 5769886]
[paragraph, [77.0, 833.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 851.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 869.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 887.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 905.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 923.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 941.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 959.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 977.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [77.0, 995.0, 376.0, 18.0], m_BSipJxGV, 5769886]
[paragraph, [460.0, 941.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 959.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 977.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 995.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1013.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1031.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1049.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1067.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1085.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1103.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1121.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1139.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1157.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1175.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1193.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1211.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1229.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1247.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1265.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1283.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [460.0, 1301.0, 367.0, 18.0], pgOVy6EYFn, 5769886]
[paragraph, [77.0, 1008.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1026.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1044.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1062.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1080.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1098.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1116.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1134.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1152.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1170.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1188.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1206.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1224.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1242.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1260.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1278.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1296.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1314.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1332.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1350.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [77.0, 1368.0, 376.0, 18.0], Kz_Y5dWsDv, 5769886]
[paragraph, [458.0, 1323.0, 370.0, 18.0], G74wr6rag1, 5769886]
[paragraph, [458.0, 1341.0, 370.0, 18.0], G74wr6rag1, 5769886]
[paragraph, [458.0, 1359.0, 370.0, 18.0], G74wr6rag1, 5769886]
[paragraph, [458.0, 1377.0, 370.0, 18.0], G74wr6rag1, 5769886]
