[1275, 750]
[folio, [221.0, 81.0, 306.0, 18.0], 72OFyepEi7, 5767663]
[paragraph, [60.0, 615.0, 620.0, 18.0], shoonya_0sX23VUMMSNGF6, 5767663]
[paragraph, [60.0, 633.0, 620.0, 18.0], shoonya_0sX23VUMMSNGF6, 5767663]
[paragraph, [62.0, 660.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 678.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 696.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 714.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 732.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 750.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 768.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 786.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 804.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 822.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 840.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 858.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 876.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 894.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 912.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [62.0, 930.0, 617.0, 18.0], yBWjAffIup, 5767663]
[paragraph, [68.0, 942.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [68.0, 960.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [68.0, 978.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [68.0, 996.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [68.0, 1014.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [68.0, 1032.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [68.0, 1050.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [68.0, 1068.0, 616.0, 18.0], YNJgrF-puH, 5767663]
[paragraph, [71.0, 1085.0, 623.0, 18.0], shoonya_2s8GYA7GYQO2SH, 5767663]
[paragraph, [71.0, 1103.0, 623.0, 18.0], shoonya_2s8GYA7GYQO2SH, 5767663]
[paragraph, [71.0, 1121.0, 623.0, 18.0], shoonya_2s8GYA7GYQO2SH, 5767663]
[paragraph, [71.0, 1139.0, 623.0, 18.0], shoonya_2s8GYA7GYQO2SH, 5767663]
[paragraph, [71.0, 1157.0, 623.0, 18.0], shoonya_2s8GYA7GYQO2SH, 5767663]
