[1298, 853]
[section-title, [288.0, 67.0, 278.0, 30.0], shoonya_4sUDF1X6MRTJ6T, 5710447]
[paragraph, [68.0, 803.0, 717.0, 18.0], shoonya_3sP41A7R8IUVHX, 5710447]
[paragraph, [68.0, 821.0, 717.0, 18.0], shoonya_3sP41A7R8IUVHX, 5710447]
[paragraph, [68.0, 839.0, 717.0, 18.0], shoonya_3sP41A7R8IUVHX, 5710447]
[paragraph, [68.0, 857.0, 717.0, 18.0], shoonya_3sP41A7R8IUVHX, 5710447]
[paragraph, [67.0, 893.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 911.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 929.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 947.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 965.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 983.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1001.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1019.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1037.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1055.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1073.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1091.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1109.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1127.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1145.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1163.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1181.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
[paragraph, [67.0, 1199.0, 717.0, 18.0], shoonya_0sJ62FULHRIDCI, 5710447]
