[792, 612]
[paragraph, [91.0, 60.0, 449.0, 18.0], cOoDAT5QDS, 5717367]
[sub-ordered-list, [76.0, 412.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 430.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 448.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 466.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 484.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 502.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 520.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 538.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 556.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 574.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 592.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 610.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 628.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 646.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 664.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 682.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[sub-ordered-list, [76.0, 700.0, 470.0, 18.0], fGJ6oTYLgr, 5717367]
[subsub-ordered-list, [93.0, 537.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 555.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 573.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 591.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 609.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 627.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 645.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 663.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 681.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
[subsub-ordered-list, [93.0, 699.0, 444.0, 18.0], 8yx5bdG0WI, 5717367]
