[2230, 1704]
[paragraph, [105.0, 163.0, 769.0, 36.0], shoonya_1s00WOKQ7OMY0F, 5653750]
[paragraph, [913.0, 459.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 495.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 531.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 567.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 603.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 639.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 675.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 711.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 747.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [913.0, 783.0, 761.0, 36.0], shoonya_2s9T5OZ0ZSTX56, 5653750]
[paragraph, [1003.0, 839.0, 672.0, 36.0], shoonya_10sOPYDSUPDYNI, 5653750]
[paragraph, [1003.0, 875.0, 672.0, 36.0], shoonya_10sOPYDSUPDYNI, 5653750]
[paragraph, [100.0, 886.0, 707.0, 36.0], shoonya_12sRSNJYADK3BH, 5653750]
[paragraph, [100.0, 922.0, 707.0, 36.0], shoonya_12sRSNJYADK3BH, 5653750]
[paragraph, [1086.0, 935.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [1086.0, 971.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [1086.0, 1007.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [1086.0, 1043.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [1086.0, 1079.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [1086.0, 1115.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [1086.0, 1151.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [1086.0, 1187.0, 592.0, 36.0], shoonya_9sJGRGJVPE3N9U, 5653750]
[paragraph, [103.0, 974.0, 656.0, 36.0], shoonya_13sJIOGIMGZZHN, 5653750]
[paragraph, [107.0, 1024.0, 552.0, 36.0], shoonya_4sZY63U662FHGB, 5653750]
[paragraph, [107.0, 1060.0, 552.0, 36.0], shoonya_4sZY63U662FHGB, 5653750]
[paragraph, [107.0, 1096.0, 552.0, 36.0], shoonya_4sZY63U662FHGB, 5653750]
[paragraph, [107.0, 1132.0, 552.0, 36.0], shoonya_4sZY63U662FHGB, 5653750]
[paragraph, [107.0, 1168.0, 552.0, 36.0], shoonya_4sZY63U662FHGB, 5653750]
[paragraph, [107.0, 1204.0, 552.0, 36.0], shoonya_4sZY63U662FHGB, 5653750]
[paragraph, [107.0, 1240.0, 552.0, 36.0], shoonya_4sZY63U662FHGB, 5653750]
[paragraph, [1107.0, 1265.0, 569.0, 36.0], shoonya_8s5TX3BFFFE81B, 5653750]
[paragraph, [1107.0, 1301.0, 569.0, 36.0], shoonya_8s5TX3BFFFE81B, 5653750]
[paragraph, [1107.0, 1337.0, 569.0, 36.0], shoonya_8s5TX3BFFFE81B, 5653750]
[paragraph, [1107.0, 1373.0, 569.0, 36.0], shoonya_8s5TX3BFFFE81B, 5653750]
[paragraph, [1107.0, 1409.0, 569.0, 36.0], shoonya_8s5TX3BFFFE81B, 5653750]
[paragraph, [1107.0, 1445.0, 569.0, 36.0], shoonya_8s5TX3BFFFE81B, 5653750]
[paragraph, [1107.0, 1481.0, 569.0, 36.0], shoonya_8s5TX3BFFFE81B, 5653750]
[paragraph, [110.0, 1302.0, 565.0, 36.0], 4d4NXlalAG, 5653750]
[paragraph, [110.0, 1338.0, 565.0, 36.0], 4d4NXlalAG, 5653750]
[paragraph, [110.0, 1374.0, 565.0, 36.0], 4d4NXlalAG, 5653750]
[paragraph, [110.0, 1410.0, 565.0, 36.0], 4d4NXlalAG, 5653750]
[paragraph, [110.0, 1446.0, 565.0, 36.0], 4d4NXlalAG, 5653750]
[paragraph, [111.0, 1496.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1532.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1568.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1604.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1640.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1676.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1712.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1748.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1784.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1820.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1856.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1892.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1928.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 1964.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 2000.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 2036.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [111.0, 2072.0, 777.0, 36.0], shoonya_0s4CAXWOKCFMEW, 5653750]
[paragraph, [894.0, 1543.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1579.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1615.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1651.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1687.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1723.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1759.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1795.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1831.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1867.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1903.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1939.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 1975.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 2011.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 2047.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[paragraph, [894.0, 2083.0, 789.0, 36.0], shoonya_3sDSNV4L0C9SY7, 5653750]
[folio, [506.0, 2148.0, 695.0, 36.0], shoonya_14sQ59GL2ZHI1Q, 5653750]
[folio, [506.0, 2184.0, 695.0, 36.0], shoonya_14sQ59GL2ZHI1Q, 5653750]
