[1320, 1176]
[chapter-title, [390.0, 177.0, 378.0, 30.0], 3dcC1hCH3b, 5694100]
[paragraph, [90.0, 939.0, 323.0, 18.0], lsoObKkQnZ, 5694100]
[paragraph, [90.0, 957.0, 323.0, 18.0], lsoObKkQnZ, 5694100]
[paragraph, [90.0, 975.0, 323.0, 18.0], lsoObKkQnZ, 5694100]
[paragraph, [90.0, 993.0, 323.0, 18.0], lsoObKkQnZ, 5694100]
[paragraph, [90.0, 1011.0, 323.0, 18.0], lsoObKkQnZ, 5694100]
[paragraph, [90.0, 1029.0, 323.0, 18.0], lsoObKkQnZ, 5694100]
[paragraph, [88.0, 1067.0, 321.0, 18.0], Dnzx_ujKOA, 5694100]
[paragraph, [88.0, 1085.0, 321.0, 18.0], Dnzx_ujKOA, 5694100]
[paragraph, [88.0, 1103.0, 321.0, 18.0], Dnzx_ujKOA, 5694100]
[paragraph, [88.0, 1121.0, 321.0, 18.0], Dnzx_ujKOA, 5694100]
[paragraph, [103.0, 1156.0, 306.0, 18.0], _k6YVYHgpu, 5694100]
[paragraph, [103.0, 1174.0, 306.0, 18.0], _k6YVYHgpu, 5694100]
[paragraph, [103.0, 1192.0, 306.0, 18.0], _k6YVYHgpu, 5694100]
[paragraph, [112.0, 1217.0, 301.0, 18.0], Izqdy8pRrr, 5694100]
