[1270, 818]
[folio, [648.0, 23.0, 131.0, 18.0], JC64wPn504, 5782159]
[sub-ordered-list, [85.0, 617.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 635.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 653.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 671.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 689.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 707.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 725.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 743.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 761.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 779.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 797.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 815.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 833.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 851.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 869.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 887.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 905.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 923.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 941.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 959.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 977.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 995.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1013.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1031.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1049.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1067.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1085.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1103.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1121.0, 708.0, 18.0], RftEZzyJAq, 5782159]
[sub-ordered-list, [85.0, 1139.0, 708.0, 18.0], RftEZzyJAq, 5782159]
