[2640, 2040]
[folio, [1604.0, 119.0, 216.0, 46.5], QH8xDAOYsi, 5693767]
[paragraph, [1319.0, 1204.5, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1251.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1297.5, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1344.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1390.5, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1437.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1483.5, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1530.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1576.5, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1623.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1669.5, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1716.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1762.5, 529.0, 46.5], Y0jm03v7XB, 5693767]
[paragraph, [1319.0, 1809.0, 529.0, 46.5], Y0jm03v7XB, 5693767]
[headline, [198.0, 1611.0, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[headline, [198.0, 1663.5, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[headline, [198.0, 1716.0, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[headline, [198.0, 1768.5, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[headline, [198.0, 1821.0, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[headline, [198.0, 1873.5, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[headline, [198.0, 1926.0, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[headline, [198.0, 1978.5, 458.0, 52.5], AQtb_Wz3x6, 5693767]
[paragraph, [1319.0, 1901.0, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 1947.5, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 1994.0, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2040.5, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2087.0, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2133.5, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2180.0, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2226.5, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2273.0, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2319.5, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2366.0, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [1319.0, 2412.5, 534.0, 46.5], 48eN7Coq-p, 5693767]
[paragraph, [751.0, 1906.0, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 1952.5, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 1999.0, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2045.5, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2092.0, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2138.5, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2185.0, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2231.5, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2278.0, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2324.5, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2371.0, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [751.0, 2417.5, 532.0, 46.5], 1d-MNo9dxH, 5693767]
[paragraph, [198.0, 2107.0, 524.0, 46.5], szCFYa8N-r, 5693767]
[paragraph, [198.0, 2153.5, 524.0, 46.5], szCFYa8N-r, 5693767]
[paragraph, [198.0, 2200.0, 524.0, 46.5], szCFYa8N-r, 5693767]
[paragraph, [198.0, 2246.5, 524.0, 46.5], szCFYa8N-r, 5693767]
[paragraph, [198.0, 2293.0, 524.0, 46.5], szCFYa8N-r, 5693767]
[paragraph, [198.0, 2339.5, 524.0, 46.5], szCFYa8N-r, 5693767]
[paragraph, [198.0, 2386.0, 524.0, 46.5], szCFYa8N-r, 5693767]
[paragraph, [198.0, 2432.5, 524.0, 46.5], szCFYa8N-r, 5693767]
