[1250, 1650]
[paragraph, [580.0, 39.0, 484.0, 18.0], tghYkFiLD2, 5726366]
[ordered-list, [1135.0, 613.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 631.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 649.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 667.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 685.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 703.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 721.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 739.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 757.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 775.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 793.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 811.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 829.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 847.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 865.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 883.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 901.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 919.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 937.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 955.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 973.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 991.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1009.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1027.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1045.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1063.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1081.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1099.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1117.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1135.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1153.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[ordered-list, [1135.0, 1171.0, 488.0, 18.0], Sr1khP3kvu, 5726366]
[sub-section-title, [28.0, 770.0, 482.0, 25.5], QUCpUpm4xr, 5726366]
[sub-section-title, [28.0, 795.5, 482.0, 25.5], QUCpUpm4xr, 5726366]
[subsub-section-title, [714.0, 823.0, 219.0, 15.0], forIWBHKZZ, 5726366]
[paragraph, [24.0, 842.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 860.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 878.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 896.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 914.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 932.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 950.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 968.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 986.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 1004.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 1022.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 1040.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[paragraph, [24.0, 1058.0, 486.0, 18.0], T6YGx6C7N-, 5726366]
[subsub-section-title, [609.0, 849.0, 427.0, 15.0], mBd2FUAqiJ, 5726366]
[ordered-list, [581.0, 891.0, 482.0, 18.0], dAOUEyDw3L, 5726366]
[ordered-list, [581.0, 909.0, 482.0, 18.0], dAOUEyDw3L, 5726366]
[ordered-list, [581.0, 927.0, 482.0, 18.0], dAOUEyDw3L, 5726366]
[ordered-list, [581.0, 945.0, 482.0, 18.0], dAOUEyDw3L, 5726366]
[ordered-list, [581.0, 963.0, 482.0, 18.0], dAOUEyDw3L, 5726366]
[ordered-list, [581.0, 981.0, 482.0, 18.0], dAOUEyDw3L, 5726366]
[ordered-list, [581.0, 999.0, 482.0, 18.0], dAOUEyDw3L, 5726366]
[subsub-section-title, [666.0, 1047.0, 311.0, 15.0], 2Tx47K8axY, 5726366]
[subsub-section-title, [666.0, 1062.0, 311.0, 15.0], 2Tx47K8axY, 5726366]
[paragraph, [581.0, 1093.0, 482.0, 18.0], RaDy_tuntj, 5726366]
[paragraph, [581.0, 1111.0, 482.0, 18.0], RaDy_tuntj, 5726366]
[paragraph, [581.0, 1129.0, 482.0, 18.0], RaDy_tuntj, 5726366]
[paragraph, [581.0, 1147.0, 482.0, 18.0], RaDy_tuntj, 5726366]
[paragraph, [581.0, 1165.0, 482.0, 18.0], RaDy_tuntj, 5726366]
[paragraph, [581.0, 1183.0, 482.0, 18.0], RaDy_tuntj, 5726366]
[paragraph, [581.0, 1201.0, 482.0, 18.0], RaDy_tuntj, 5726366]
[subsub-section-title, [119.0, 1097.0, 298.0, 15.0], vKSvJx70Qk, 5726366]
[subsub-section-title, [119.0, 1112.0, 298.0, 15.0], vKSvJx70Qk, 5726366]
[paragraph, [28.0, 1151.0, 477.0, 18.0], UADRbZ-Fc8, 5726366]
[paragraph, [28.0, 1169.0, 477.0, 18.0], UADRbZ-Fc8, 5726366]
[paragraph, [28.0, 1187.0, 477.0, 18.0], UADRbZ-Fc8, 5726366]
