[1320, 1176]
[folio, [939.0, 60.0, 164.0, 18.0], Ei8KSuHMzb, 5694150]
[paragraph, [79.0, 543.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 561.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 579.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 597.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 615.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 633.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [79.0, 651.0, 320.0, 18.0], R_YxLLV53X, 5694150]
[paragraph, [80.0, 700.0, 321.0, 18.0], wsvk_Nmq6O, 5694150]
[paragraph, [80.0, 718.0, 321.0, 18.0], wsvk_Nmq6O, 5694150]
[paragraph, [80.0, 736.0, 321.0, 18.0], wsvk_Nmq6O, 5694150]
[paragraph, [424.0, 734.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 752.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 770.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 788.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 806.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 824.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 842.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 860.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 878.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 896.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 914.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 932.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 950.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 968.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 986.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 1004.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [424.0, 1022.0, 322.0, 18.0], YfJcvaFcRM, 5694150]
[paragraph, [79.0, 782.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 800.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 818.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 836.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 854.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 872.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 890.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 908.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 926.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 944.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 962.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 980.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 998.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 1016.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [79.0, 1034.0, 321.0, 18.0], aChii50xw-, 5694150]
[paragraph, [421.0, 1051.0, 324.0, 18.0], _bJAfsRh7O, 5694150]
[paragraph, [421.0, 1069.0, 324.0, 18.0], _bJAfsRh7O, 5694150]
[paragraph, [421.0, 1087.0, 324.0, 18.0], _bJAfsRh7O, 5694150]
[paragraph, [421.0, 1105.0, 324.0, 18.0], _bJAfsRh7O, 5694150]
[paragraph, [421.0, 1123.0, 324.0, 18.0], _bJAfsRh7O, 5694150]
[paragraph, [421.0, 1141.0, 324.0, 18.0], _bJAfsRh7O, 5694150]
[paragraph, [421.0, 1159.0, 324.0, 18.0], _bJAfsRh7O, 5694150]
[paragraph, [79.0, 1065.0, 320.0, 18.0], Bnxc1wXfgu, 5694150]
[paragraph, [79.0, 1083.0, 320.0, 18.0], Bnxc1wXfgu, 5694150]
[paragraph, [79.0, 1101.0, 320.0, 18.0], Bnxc1wXfgu, 5694150]
[paragraph, [79.0, 1119.0, 320.0, 18.0], Bnxc1wXfgu, 5694150]
[paragraph, [79.0, 1137.0, 320.0, 18.0], Bnxc1wXfgu, 5694150]
[paragraph, [74.0, 1170.0, 325.0, 18.0], ix8WtbJe6s, 5694150]
[paragraph, [74.0, 1188.0, 325.0, 18.0], ix8WtbJe6s, 5694150]
[paragraph, [74.0, 1206.0, 325.0, 18.0], ix8WtbJe6s, 5694150]
[paragraph, [74.0, 1224.0, 325.0, 18.0], ix8WtbJe6s, 5694150]
[paragraph, [74.0, 1242.0, 325.0, 18.0], ix8WtbJe6s, 5694150]
[paragraph, [450.0, 1187.0, 268.0, 18.0], Gm7nliivAo, 5694150]
[paragraph, [450.0, 1205.0, 268.0, 18.0], Gm7nliivAo, 5694150]
