[2339, 1653]
[paragraph, [327.0, 161.0, 1135.0, 36.0], shoonya_0sTE2KGM5509Y1, 5733726]
[paragraph, [323.0, 1626.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1662.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1698.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1734.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1770.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1806.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1842.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1878.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1914.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [323.0, 1950.0, 1138.0, 36.0], shoonya_1s3CGJXSMR9PDB, 5733726]
[paragraph, [326.0, 1998.0, 1137.0, 36.0], shoonya_2sK3VWUGAT5STM, 5733726]
[paragraph, [326.0, 2034.0, 1137.0, 36.0], shoonya_2sK3VWUGAT5STM, 5733726]
[folio, [817.0, 2155.0, 575.0, 36.0], bgU4S0klVK, 5733726]
