[1818, 1374]
[folio, [644.0, 213.0, 73.0, 36.0], 10UV5yNcMN, 5682227]
[paragraph, [689.0, 1296.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1332.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1368.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1404.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1440.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1476.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [689.0, 1512.0, 571.0, 36.0], OnqhRppZ_z, 5682227]
[paragraph, [147.0, 1197.0, 381.0, 36.0], N0eTkaS3Sa, 5682227]
[paragraph, [147.0, 1233.0, 381.0, 36.0], N0eTkaS3Sa, 5682227]
[paragraph, [147.0, 1269.0, 381.0, 36.0], N0eTkaS3Sa, 5682227]
[paragraph, [147.0, 1305.0, 381.0, 36.0], N0eTkaS3Sa, 5682227]
[paragraph, [147.0, 1354.0, 480.0, 36.0], DuWWJcoyKk, 5682227]
[paragraph, [147.0, 1390.0, 480.0, 36.0], DuWWJcoyKk, 5682227]
[paragraph, [147.0, 1426.0, 480.0, 36.0], DuWWJcoyKk, 5682227]
[paragraph, [143.0, 1475.0, 510.0, 36.0], tAYK-0V8QD, 5682227]
[paragraph, [143.0, 1511.0, 510.0, 36.0], tAYK-0V8QD, 5682227]
[paragraph, [143.0, 1547.0, 510.0, 36.0], tAYK-0V8QD, 5682227]
[paragraph, [143.0, 1583.0, 510.0, 36.0], tAYK-0V8QD, 5682227]
[paragraph, [692.0, 1556.0, 572.0, 36.0], JxzvqtJ7fH, 5682227]
[paragraph, [692.0, 1592.0, 572.0, 36.0], JxzvqtJ7fH, 5682227]
[paragraph, [692.0, 1628.0, 572.0, 36.0], JxzvqtJ7fH, 5682227]
[paragraph, [692.0, 1664.0, 572.0, 36.0], JxzvqtJ7fH, 5682227]
[paragraph, [112.0, 1639.0, 554.0, 36.0], Bs5Hi9r0lh, 5682227]
[paragraph, [112.0, 1675.0, 554.0, 36.0], Bs5Hi9r0lh, 5682227]
