[1275, 1650]
[folio, [210.0, 129.0, 586.0, 18.0], shoonya_3s1GITRXOPGV00, 5764411]
[second-level-question, [75.0, 647.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 665.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 683.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 701.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 719.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 737.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 755.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 773.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 791.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 809.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 827.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 845.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[second-level-question, [75.0, 863.0, 698.0, 18.0], shoonya_5s5SCNZDM5C9RX, 5764411]
[sidebar, [1410.0, 554.0, 148.0, 18.0], wlmmZoLYqQ, 5764411]
[sidebar, [1410.0, 572.0, 148.0, 18.0], wlmmZoLYqQ, 5764411]
[second-level-question, [841.0, 600.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 618.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 636.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 654.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 672.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 690.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 708.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 726.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 744.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 762.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 780.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 798.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 816.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 834.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 852.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 870.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 888.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 906.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 924.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 942.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[second-level-question, [841.0, 960.0, 709.0, 18.0], yt8loG0ra8, 5764411]
[section-title, [378.0, 919.0, 153.0, 30.0], shoonya_8sQ4ZR1USRMQCV, 5764411]
[sidebar, [645.0, 965.0, 129.0, 18.0], k8pgZVxczt, 5764411]
[sidebar, [645.0, 983.0, 129.0, 18.0], k8pgZVxczt, 5764411]
[second-level-question, [78.0, 1010.0, 647.0, 18.0], n3SCOuMmDf, 5764411]
[second-level-question, [78.0, 1028.0, 647.0, 18.0], n3SCOuMmDf, 5764411]
[second-level-question, [78.0, 1046.0, 647.0, 18.0], n3SCOuMmDf, 5764411]
[second-level-question, [78.0, 1064.0, 647.0, 18.0], n3SCOuMmDf, 5764411]
[folio, [1232.0, 1101.0, 247.0, 18.0], shoonya_10sJ8M344AT2B5, 5764411]
[folio, [1232.0, 1119.0, 247.0, 18.0], shoonya_10sJ8M344AT2B5, 5764411]
