[1806, 1262]
[folio, [144.0, 96.0, 510.0, 36.0], shoonya_0sWB30JZ3QCEAV, 5680903]
[paragraph, [648.0, 1104.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1140.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1176.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1212.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1248.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1284.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1320.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1356.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1392.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1428.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1464.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1500.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1536.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1572.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1608.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [648.0, 1644.0, 515.0, 36.0], C1GfAI0mAW, 5680903]
[paragraph, [97.0, 177.0, 497.0, 36.0], shoonya_3s4M530NM8JZ1H, 5680903]
[paragraph, [97.0, 213.0, 497.0, 36.0], shoonya_3s4M530NM8JZ1H, 5680903]
[paragraph, [97.0, 249.0, 497.0, 36.0], shoonya_3s4M530NM8JZ1H, 5680903]
[paragraph, [93.0, 362.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 398.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 434.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 470.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 506.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 542.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 578.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 614.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 650.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 686.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 722.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 758.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 794.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 830.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 866.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 902.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 938.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 974.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1010.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1046.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1082.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1118.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1154.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1190.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1226.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1262.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1298.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1334.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1370.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1406.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1442.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1478.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1514.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1550.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1586.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1622.0, 514.0, 36.0], aNzR81sZaA, 5680903]
[paragraph, [93.0, 1658.0, 514.0, 36.0], aNzR81sZaA, 5680903]
