[1763, 1275]
[author, [17.0, 47.0, 179.0, 36.0], RI_ab8yuHW, 5712573]
[paragraph, [4.0, 631.0, 511.0, 36.0], shoonya_1s2TR8AZQIZF7W, 5712573]
[paragraph, [0.0, 700.0, 509.0, 36.0], sW14SbRPSm, 5712573]
[paragraph, [0.0, 736.0, 509.0, 36.0], sW14SbRPSm, 5712573]
[paragraph, [1.0, 797.0, 509.0, 36.0], wuL2On4L8-, 5712573]
[paragraph, [1.0, 833.0, 509.0, 36.0], wuL2On4L8-, 5712573]
[paragraph, [1.0, 869.0, 509.0, 36.0], wuL2On4L8-, 5712573]
[paragraph, [1.0, 905.0, 509.0, 36.0], wuL2On4L8-, 5712573]
[paragraph, [509.0, 965.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1001.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1037.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1073.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1109.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1145.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1181.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1217.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1253.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1289.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1325.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1361.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1397.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1433.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1469.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1505.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[paragraph, [509.0, 1541.0, 520.0, 36.0], nLrXrVTv0A, 5712573]
[sidebar, [1048.0, 1391.0, 173.0, 36.0], xFb0PdbQ66, 5712573]
[sidebar, [1048.0, 1427.0, 173.0, 36.0], xFb0PdbQ66, 5712573]
[sidebar, [1048.0, 1463.0, 173.0, 36.0], xFb0PdbQ66, 5712573]
[sidebar, [1048.0, 1499.0, 173.0, 36.0], xFb0PdbQ66, 5712573]
[sidebar, [1048.0, 1535.0, 173.0, 36.0], xFb0PdbQ66, 5712573]
[sidebar, [1048.0, 1571.0, 173.0, 36.0], xFb0PdbQ66, 5712573]
[sidebar, [1048.0, 1607.0, 173.0, 36.0], xFb0PdbQ66, 5712573]
[author, [697.0, 1598.0, 319.0, 36.0], shoonya_3sJHD11PPB6VOR, 5712573]
[folio, [11.0, 1673.0, 125.0, 36.0], 1RsYz7-2wO, 5712573]
