[4666, 3194]
[folio, [1423.0, 432.0, 360.0, 52.5], shoonya_7sQCIVPIQQU7TY, 5692182]
[paragraph, [413.0, 2554.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2606.5, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2659.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [417.0, 2747.0, 2364.0, 52.5], shoonya_2sEOBZDWBL8REL, 5692182]
[paragraph, [417.0, 2799.5, 2364.0, 52.5], shoonya_2sEOBZDWBL8REL, 5692182]
[paragraph, [417.0, 2852.0, 2364.0, 52.5], shoonya_2sEOBZDWBL8REL, 5692182]
[paragraph, [417.0, 2904.5, 2364.0, 52.5], shoonya_2sEOBZDWBL8REL, 5692182]
[paragraph, [417.0, 2957.0, 2364.0, 52.5], shoonya_2sEOBZDWBL8REL, 5692182]
[paragraph, [417.0, 3009.5, 2364.0, 52.5], shoonya_2sEOBZDWBL8REL, 5692182]
[paragraph, [415.0, 3108.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3160.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3213.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3265.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3318.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3370.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3423.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3475.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3528.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3580.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3633.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3685.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3738.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3790.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3843.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3895.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 3948.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 4000.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 4053.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 4105.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 4158.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 4210.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 4263.0, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
[paragraph, [415.0, 4315.5, 2360.0, 52.5], shoonya_0sR80OE0XAWT6T, 5692182]
