[752, 553]
[paragraph, [49.0, 55.0, 148.0, 18.0], shoonya_5sAA774CCRC7XC, 5713138]
[paragraph, [202.0, 387.0, 131.0, 18.0], shoonya_3s0Z374XO4OEJ5, 5713138]
[paragraph, [202.0, 405.0, 131.0, 18.0], shoonya_3s0Z374XO4OEJ5, 5713138]
[paragraph, [350.0, 407.0, 156.0, 18.0], shoonya_1sVJ68T65SN2IM, 5713138]
[paragraph, [350.0, 425.0, 156.0, 18.0], shoonya_1sVJ68T65SN2IM, 5713138]
[paragraph, [350.0, 443.0, 156.0, 18.0], shoonya_1sVJ68T65SN2IM, 5713138]
[paragraph, [350.0, 461.0, 156.0, 18.0], shoonya_1sVJ68T65SN2IM, 5713138]
[paragraph, [350.0, 479.0, 156.0, 18.0], shoonya_1sVJ68T65SN2IM, 5713138]
[paragraph, [350.0, 497.0, 156.0, 18.0], shoonya_1sVJ68T65SN2IM, 5713138]
[paragraph, [350.0, 515.0, 156.0, 18.0], shoonya_1sVJ68T65SN2IM, 5713138]
[paragraph, [198.0, 425.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 443.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 461.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 479.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 497.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 515.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 533.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 551.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 569.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 587.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 605.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 623.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [198.0, 641.0, 149.0, 18.0], shoonya_0s8XC6NIUR0U6Z, 5713138]
[paragraph, [55.0, 533.0, 138.0, 18.0], shoonya_10sBCBT3QTXYAC, 5713138]
[paragraph, [55.0, 551.0, 138.0, 18.0], shoonya_10sBCBT3QTXYAC, 5713138]
[paragraph, [55.0, 569.0, 138.0, 18.0], shoonya_10sBCBT3QTXYAC, 5713138]
[paragraph, [55.0, 587.0, 138.0, 18.0], shoonya_10sBCBT3QTXYAC, 5713138]
[paragraph, [55.0, 605.0, 138.0, 18.0], shoonya_10sBCBT3QTXYAC, 5713138]
[paragraph, [55.0, 623.0, 138.0, 18.0], shoonya_10sBCBT3QTXYAC, 5713138]
[paragraph, [55.0, 641.0, 138.0, 18.0], shoonya_10sBCBT3QTXYAC, 5713138]
[paragraph, [348.0, 536.0, 157.0, 18.0], shoonya_4sYMINHYGNPWKO, 5713138]
[paragraph, [348.0, 554.0, 157.0, 18.0], shoonya_4sYMINHYGNPWKO, 5713138]
[paragraph, [348.0, 572.0, 157.0, 18.0], shoonya_4sYMINHYGNPWKO, 5713138]
[paragraph, [348.0, 590.0, 157.0, 18.0], shoonya_4sYMINHYGNPWKO, 5713138]
[paragraph, [348.0, 608.0, 157.0, 18.0], shoonya_4sYMINHYGNPWKO, 5713138]
[paragraph, [348.0, 626.0, 157.0, 18.0], shoonya_4sYMINHYGNPWKO, 5713138]
[paragraph, [348.0, 644.0, 157.0, 18.0], shoonya_4sYMINHYGNPWKO, 5713138]
[folio, [423.0, 697.0, 84.0, 18.0], ZAh51FnB7L, 5713138]
