[1565, 1152]
[paragraph, [742.0, 127.0, 264.0, 36.0], shoonya_13sEVNWBX22INX, 5712799]
[paragraph, [744.0, 714.0, 254.0, 36.0], shoonya_3sYOR56UZ1RRUW, 5712799]
[paragraph, [744.0, 750.0, 254.0, 36.0], shoonya_3sYOR56UZ1RRUW, 5712799]
[paragraph, [116.0, 808.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 844.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 880.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 916.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 952.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 988.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1024.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1060.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1096.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1132.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1168.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1204.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1240.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [116.0, 1276.0, 285.0, 36.0], shoonya_4sZ8PRKEZTZIA9, 5712799]
[paragraph, [743.0, 816.0, 293.0, 36.0], shoonya_12sVQK0LA9BU9T, 5712799]
[paragraph, [743.0, 852.0, 293.0, 36.0], shoonya_12sVQK0LA9BU9T, 5712799]
[paragraph, [743.0, 927.0, 290.0, 36.0], shoonya_14sZY02I9W8FRB, 5712799]
[paragraph, [743.0, 963.0, 290.0, 36.0], shoonya_14sZY02I9W8FRB, 5712799]
[paragraph, [743.0, 999.0, 290.0, 36.0], shoonya_14sZY02I9W8FRB, 5712799]
[paragraph, [743.0, 1042.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [743.0, 1078.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [743.0, 1114.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [743.0, 1150.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [743.0, 1186.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [743.0, 1222.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [743.0, 1258.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [743.0, 1294.0, 291.0, 36.0], shoonya_11sY9EVQMX2YOU, 5712799]
[paragraph, [431.0, 1216.0, 287.0, 36.0], shoonya_2s7JVXVMZAX0IN, 5712799]
[paragraph, [431.0, 1252.0, 287.0, 36.0], shoonya_2s7JVXVMZAX0IN, 5712799]
[paragraph, [431.0, 1288.0, 287.0, 36.0], shoonya_2s7JVXVMZAX0IN, 5712799]
[paragraph, [431.0, 1324.0, 287.0, 36.0], shoonya_2s7JVXVMZAX0IN, 5712799]
[paragraph, [431.0, 1360.0, 287.0, 36.0], shoonya_2s7JVXVMZAX0IN, 5712799]
[paragraph, [116.0, 1336.0, 283.0, 36.0], shoonya_9sNQ0JWE1U0VNY, 5712799]
[paragraph, [116.0, 1372.0, 283.0, 36.0], shoonya_9sNQ0JWE1U0VNY, 5712799]
[reference, [800.0, 1374.0, 225.0, 36.0], J7yPGqjik3, 5712799]
