[1300, 900]
[folio, [311.0, 40.0, 258.0, 18.0], BkXEtCljm3, 5731597]
[paragraph, [92.0, 582.0, 703.0, 18.0], shoonya_1sKQQK61NH5ZOI, 5731597]
[paragraph, [92.0, 611.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 629.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 647.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 665.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 683.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 701.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 719.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 737.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 755.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 773.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 791.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 809.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 827.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 845.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 863.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [92.0, 881.0, 710.0, 18.0], shoonya_5sNQBMS8VBVRAY, 5731597]
[paragraph, [203.0, 912.0, 473.0, 18.0], shoonya_0sX2L28V8RG50H, 5731597]
[paragraph, [203.0, 930.0, 473.0, 18.0], shoonya_0sX2L28V8RG50H, 5731597]
[paragraph, [203.0, 948.0, 473.0, 18.0], shoonya_0sX2L28V8RG50H, 5731597]
[paragraph, [203.0, 966.0, 473.0, 18.0], shoonya_0sX2L28V8RG50H, 5731597]
[paragraph, [86.0, 993.0, 713.0, 18.0], shoonya_4s9HFHP54W53O4, 5731597]
[paragraph, [86.0, 1011.0, 713.0, 18.0], shoonya_4s9HFHP54W53O4, 5731597]
[paragraph, [86.0, 1029.0, 713.0, 18.0], shoonya_4s9HFHP54W53O4, 5731597]
[paragraph, [86.0, 1047.0, 713.0, 18.0], shoonya_4s9HFHP54W53O4, 5731597]
[paragraph, [86.0, 1065.0, 713.0, 18.0], shoonya_4s9HFHP54W53O4, 5731597]
[paragraph, [86.0, 1083.0, 713.0, 18.0], shoonya_4s9HFHP54W53O4, 5731597]
[paragraph, [96.0, 1119.0, 706.0, 18.0], QOCgst7AO2, 5731597]
[paragraph, [96.0, 1137.0, 706.0, 18.0], QOCgst7AO2, 5731597]
[paragraph, [96.0, 1155.0, 706.0, 18.0], QOCgst7AO2, 5731597]
[paragraph, [96.0, 1173.0, 706.0, 18.0], QOCgst7AO2, 5731597]
[paragraph, [96.0, 1191.0, 706.0, 18.0], QOCgst7AO2, 5731597]
[paragraph, [96.0, 1209.0, 706.0, 18.0], QOCgst7AO2, 5731597]
[paragraph, [96.0, 1227.0, 706.0, 18.0], QOCgst7AO2, 5731597]
