[1468, 909]
[headline, [87.0, 76.0, 187.0, 25.5], shoonya_0sQ9L2Z6RZA4WN, 5769981]
[paragraph, [485.0, 713.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 731.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 749.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 767.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 785.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 803.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 821.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 839.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 857.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 875.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 893.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 911.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 929.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 947.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 965.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 983.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1001.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1019.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1037.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1055.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1073.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1091.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1109.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 1127.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [80.0, 288.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 306.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 324.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 342.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 360.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 378.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 396.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 414.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 432.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 450.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 468.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 486.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 504.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 522.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 540.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 558.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 576.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 594.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 612.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 630.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 648.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 666.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 684.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 702.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 720.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 738.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 756.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 774.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 792.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 810.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 828.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 846.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 864.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 882.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 900.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 918.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 936.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 954.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 972.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 990.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 1008.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [80.0, 1026.0, 378.0, 18.0], ZzbmzBvCQ9, 5769981]
[paragraph, [74.0, 1056.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1074.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1092.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1110.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1128.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1146.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1164.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1182.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1200.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1218.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1236.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1254.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1272.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1290.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1308.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1326.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1344.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[paragraph, [74.0, 1362.0, 382.0, 18.0], GHKv0kl6fv, 5769981]
[reference, [477.0, 1153.0, 331.0, 18.0], p3L4E_izUo, 5769981]
[paragraph, [465.0, 1184.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1202.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1220.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1238.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1256.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1274.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1292.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1310.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1328.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1346.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
[paragraph, [465.0, 1364.0, 373.0, 18.0], XU5LuKe4NY, 5769981]
