[1625, 1211]
[section-title, [272.0, 78.0, 682.0, 49.5], shoonya_0sTJZJEOLBNAHP, 5742815]
[paragraph, [75.0, 698.0, 342.0, 36.0], W-zFPdllvR, 5742815]
[paragraph, [75.0, 734.0, 342.0, 36.0], W-zFPdllvR, 5742815]
[paragraph, [435.0, 639.0, 339.0, 36.0], Zz381stMEY, 5742815]
[paragraph, [435.0, 675.0, 339.0, 36.0], Zz381stMEY, 5742815]
[paragraph, [435.0, 711.0, 339.0, 36.0], Zz381stMEY, 5742815]
[paragraph, [790.0, 747.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 783.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 819.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 855.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 891.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 927.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 963.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 999.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 1035.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 1071.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 1107.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 1143.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[paragraph, [790.0, 1179.0, 345.0, 36.0], shoonya_1sCZHU52G9F7RL, 5742815]
[author, [476.0, 754.0, 242.0, 36.0], nJrvdmm9w6, 5742815]
[ordered-list, [72.0, 805.0, 342.0, 36.0], 1GERHxjsLR, 5742815]
[ordered-list, [72.0, 841.0, 342.0, 36.0], 1GERHxjsLR, 5742815]
[ordered-list, [72.0, 877.0, 342.0, 36.0], 1GERHxjsLR, 5742815]
[ordered-list, [72.0, 913.0, 342.0, 36.0], 1GERHxjsLR, 5742815]
[paragraph, [431.0, 829.0, 339.0, 36.0], ey-eOZdqaT, 5742815]
[paragraph, [431.0, 865.0, 339.0, 36.0], ey-eOZdqaT, 5742815]
[paragraph, [431.0, 901.0, 339.0, 36.0], ey-eOZdqaT, 5742815]
[paragraph, [431.0, 937.0, 339.0, 36.0], ey-eOZdqaT, 5742815]
[paragraph, [71.0, 982.0, 343.0, 36.0], r8Zazn_OAW, 5742815]
[sub-section-title, [448.0, 1013.0, 316.0, 36.0], dbd18_k20g, 5742815]
[paragraph, [426.0, 1055.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1091.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1127.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1163.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1199.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1235.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1271.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1307.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1343.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1379.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1415.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [426.0, 1451.0, 348.0, 36.0], gmARPAPHZv, 5742815]
[paragraph, [74.0, 1057.0, 334.0, 36.0], Os6arNpmyK, 5742815]
[paragraph, [74.0, 1093.0, 334.0, 36.0], Os6arNpmyK, 5742815]
[section-title, [68.0, 1164.0, 331.0, 49.5], nkyIC0z80K, 5742815]
[sub-section-title, [828.0, 1226.0, 284.0, 36.0], -9wAzuetrg, 5742815]
[paragraph, [72.0, 1267.0, 340.0, 36.0], ivTMixP3V3, 5742815]
[paragraph, [72.0, 1303.0, 340.0, 36.0], ivTMixP3V3, 5742815]
[paragraph, [72.0, 1339.0, 340.0, 36.0], ivTMixP3V3, 5742815]
[paragraph, [72.0, 1375.0, 340.0, 36.0], ivTMixP3V3, 5742815]
[paragraph, [72.0, 1411.0, 340.0, 36.0], ivTMixP3V3, 5742815]
[paragraph, [72.0, 1447.0, 340.0, 36.0], ivTMixP3V3, 5742815]
[paragraph, [794.0, 1272.0, 334.0, 36.0], Y0GQyv5-o8, 5742815]
[paragraph, [794.0, 1308.0, 334.0, 36.0], Y0GQyv5-o8, 5742815]
[paragraph, [794.0, 1344.0, 334.0, 36.0], Y0GQyv5-o8, 5742815]
[paragraph, [794.0, 1380.0, 334.0, 36.0], Y0GQyv5-o8, 5742815]
[paragraph, [794.0, 1416.0, 334.0, 36.0], Y0GQyv5-o8, 5742815]
[paragraph, [794.0, 1452.0, 334.0, 36.0], Y0GQyv5-o8, 5742815]
[folio, [429.0, 1514.0, 96.0, 36.0], lheKXaMTcD, 5742815]
