[2339, 1654]
[folio, [156.0, 79.0, 353.0, 36.0], shoonya_4s1DK5PD9EL5LS, 5750607]
[paragraph, [143.0, 953.0, 1444.0, 36.0], shoonya_2sWMHWLWUF84UU, 5750607]
[paragraph, [143.0, 989.0, 1444.0, 36.0], shoonya_2sWMHWLWUF84UU, 5750607]
[paragraph, [146.0, 1041.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1077.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1113.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1149.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1185.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1221.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1257.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1293.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1329.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1365.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1401.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1437.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1473.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1509.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [146.0, 1545.0, 1441.0, 36.0], shoonya_3s9PI1R5ISXFPT, 5750607]
[paragraph, [145.0, 1620.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1656.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1692.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1728.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1764.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1800.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1836.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1872.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1908.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [145.0, 1944.0, 1445.0, 36.0], shoonya_0sVYJC8YEKWO1M, 5750607]
[paragraph, [144.0, 2013.0, 1439.0, 36.0], shoonya_5s07AJUJWTU3O2, 5750607]
[paragraph, [144.0, 2049.0, 1439.0, 36.0], shoonya_5s07AJUJWTU3O2, 5750607]
[paragraph, [144.0, 2085.0, 1439.0, 36.0], shoonya_5s07AJUJWTU3O2, 5750607]
[paragraph, [144.0, 2121.0, 1439.0, 36.0], shoonya_5s07AJUJWTU3O2, 5750607]
[paragraph, [144.0, 2157.0, 1439.0, 36.0], shoonya_5s07AJUJWTU3O2, 5750607]
[paragraph, [144.0, 2193.0, 1439.0, 36.0], shoonya_5s07AJUJWTU3O2, 5750607]
[paragraph, [144.0, 2229.0, 1439.0, 36.0], shoonya_5s07AJUJWTU3O2, 5750607]
