[1238, 709]
[folio, [562.0, 7.0, 115.0, 18.0], shoonya_0s9DN9X80XYXGA, 5782164]
[sub-ordered-list, [10.0, 214.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 232.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 250.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 268.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 286.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 304.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 322.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 340.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 358.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 376.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 394.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 412.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 430.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 448.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 466.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 484.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 502.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 520.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 538.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 556.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 574.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 592.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 610.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 628.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 646.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 664.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 682.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 700.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 718.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 736.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 754.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 772.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 790.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 808.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 826.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 844.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 862.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 880.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 898.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 916.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 934.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 952.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 970.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 988.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1006.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1024.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1042.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1060.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1078.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1096.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1114.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[sub-ordered-list, [10.0, 1132.0, 670.0, 18.0], eozKNsIrMm, 5782164]
[subsub-ordered-list, [10.0, 248.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 266.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 284.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 302.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 320.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 338.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 356.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 374.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 392.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 410.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 428.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 446.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 464.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 482.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 500.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 518.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 536.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 554.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 572.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 590.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 608.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 626.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 644.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 662.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 680.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 698.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 716.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 734.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 752.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 770.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 788.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 806.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 824.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 842.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 860.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 878.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 896.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 914.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 932.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 950.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 968.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 986.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1004.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1022.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1040.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1058.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1076.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1094.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1112.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1130.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[subsub-ordered-list, [10.0, 1148.0, 672.0, 18.0], H-Di7V84OH, 5782164]
[figure-caption, [149.0, 926.0, 395.0, 18.0], 9G5SWsHGzw, 5782164]
[figure-caption, [149.0, 944.0, 395.0, 18.0], 9G5SWsHGzw, 5782164]
