[842, 596]
[headline, [262.0, 31.0, 69.0, 25.5], GixTqCVKkW, 5771713]
[sub-ordered-list, [309.0, 543.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[subsub-ordered-list, [333.0, 207.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 225.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 243.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 261.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 279.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 297.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 315.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 333.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 351.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 369.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 387.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 405.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 423.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 441.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 459.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 477.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 495.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 513.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
[subsub-ordered-list, [333.0, 531.0, 238.0, 18.0], g3TuPeDgYR, 5771713]
