[1240, 1755]
[sidebar, [673.0, 142.0, 89.0, 18.0], nMJbYUAPDO, 5729337]
[second-level-question, [179.0, 857.0, 592.0, 18.0], WUeFZhG044, 5729337]
[second-level-question, [175.0, 888.0, 598.0, 18.0], olsLs0wbjo, 5729337]
[second-level-question, [175.0, 906.0, 598.0, 18.0], olsLs0wbjo, 5729337]
[second-level-question, [175.0, 924.0, 598.0, 18.0], olsLs0wbjo, 5729337]
[second-level-question, [175.0, 942.0, 598.0, 18.0], olsLs0wbjo, 5729337]
[second-level-question, [175.0, 960.0, 598.0, 18.0], olsLs0wbjo, 5729337]
[second-level-question, [175.0, 985.0, 594.0, 18.0], Nf_9XBbuEl, 5729337]
[second-level-question, [175.0, 1003.0, 594.0, 18.0], Nf_9XBbuEl, 5729337]
[second-level-question, [175.0, 1021.0, 594.0, 18.0], Nf_9XBbuEl, 5729337]
[second-level-question, [175.0, 1039.0, 594.0, 18.0], Nf_9XBbuEl, 5729337]
