[2078, 1512]
[folio, [61.0, 13.0, 652.0, 36.0], 3zyC4sgqFc, 5712677]
[paragraph, [726.0, 504.0, 681.0, 36.0], shoonya_5s38HTBLJVLH6W, 5712677]
[paragraph, [726.0, 540.0, 681.0, 36.0], shoonya_5s38HTBLJVLH6W, 5712677]
[paragraph, [726.0, 576.0, 681.0, 36.0], shoonya_5s38HTBLJVLH6W, 5712677]
[paragraph, [728.0, 630.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 666.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 702.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 738.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 774.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 810.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 846.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 882.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 918.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 954.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 990.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1026.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1062.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1098.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1134.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1170.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1206.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1242.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1278.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1314.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1350.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1386.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1422.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1458.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1494.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1530.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1566.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1602.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1638.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1674.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1710.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1746.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1782.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1818.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1854.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1890.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1926.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [728.0, 1962.0, 663.0, 36.0], shoonya_3sRFRUCST1TVVN, 5712677]
[paragraph, [35.0, 1140.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1176.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1212.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1248.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1284.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1320.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1356.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1392.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1428.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1464.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1500.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1536.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1572.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1608.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1644.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1680.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1716.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1752.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1788.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1824.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1860.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1896.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
[paragraph, [35.0, 1932.0, 693.0, 36.0], shoonya_2s9BLDRGRDQ0Z4, 5712677]
