[2640, 2040]
[section-title, [213.0, 102.0, 231.0, 79.5], QGOqodsAY7, 5694036]
[paragraph, [758.0, 1009.0, 519.0, 46.5], shoonya_5s662DF4PNKB2R, 5694036]
[paragraph, [758.0, 1055.5, 519.0, 46.5], shoonya_5s662DF4PNKB2R, 5694036]
[paragraph, [758.0, 1102.0, 519.0, 46.5], shoonya_5s662DF4PNKB2R, 5694036]
[paragraph, [758.0, 1148.5, 519.0, 46.5], shoonya_5s662DF4PNKB2R, 5694036]
[paragraph, [194.0, 639.0, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 685.5, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 732.0, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 778.5, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 825.0, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 871.5, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 918.0, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 964.5, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [194.0, 1011.0, 495.0, 46.5], shoonya_1s4N1P5C99DIS8, 5694036]
[paragraph, [189.0, 1072.0, 490.0, 46.5], shoonya_2sAOJ0PQ2FFJ2B, 5694036]
[paragraph, [189.0, 1118.5, 490.0, 46.5], shoonya_2sAOJ0PQ2FFJ2B, 5694036]
[paragraph, [189.0, 1165.0, 490.0, 46.5], shoonya_2sAOJ0PQ2FFJ2B, 5694036]
[paragraph, [189.0, 1211.5, 490.0, 46.5], shoonya_2sAOJ0PQ2FFJ2B, 5694036]
[paragraph, [189.0, 1258.0, 490.0, 46.5], shoonya_2sAOJ0PQ2FFJ2B, 5694036]
[paragraph, [189.0, 1304.5, 490.0, 46.5], shoonya_2sAOJ0PQ2FFJ2B, 5694036]
[paragraph, [993.0, 1197.0, 267.0, 46.5], shoonya_8sMCLPW3AU0DIA, 5694036]
[paragraph, [993.0, 1243.5, 267.0, 46.5], shoonya_8sMCLPW3AU0DIA, 5694036]
[paragraph, [993.0, 1290.0, 267.0, 46.5], shoonya_8sMCLPW3AU0DIA, 5694036]
[paragraph, [993.0, 1336.5, 267.0, 46.5], shoonya_8sMCLPW3AU0DIA, 5694036]
[paragraph, [993.0, 1383.0, 267.0, 46.5], shoonya_8sMCLPW3AU0DIA, 5694036]
[paragraph, [993.0, 1429.5, 267.0, 46.5], shoonya_8sMCLPW3AU0DIA, 5694036]
[paragraph, [1322.0, 1289.0, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [1322.0, 1335.5, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [1322.0, 1382.0, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [1322.0, 1428.5, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [1322.0, 1475.0, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [1322.0, 1521.5, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [1322.0, 1568.0, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [1322.0, 1614.5, 504.0, 46.5], shoonya_3sZ1W0PVOW3UZ6, 5694036]
[paragraph, [177.0, 1381.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1427.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1474.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1520.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1567.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1613.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1660.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1706.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1753.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1799.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1846.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1892.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1939.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 1985.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2032.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2078.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2125.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2171.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2218.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2264.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2311.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2357.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2404.0, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [177.0, 2450.5, 473.0, 46.5], QkARqgBVKS, 5694036]
[paragraph, [1327.0, 1681.0, 507.0, 46.5], shoonya_6sY4S8JW2UH022, 5694036]
[paragraph, [1327.0, 1727.5, 507.0, 46.5], shoonya_6sY4S8JW2UH022, 5694036]
[paragraph, [1327.0, 1774.0, 507.0, 46.5], shoonya_6sY4S8JW2UH022, 5694036]
[paragraph, [1327.0, 1820.5, 507.0, 46.5], shoonya_6sY4S8JW2UH022, 5694036]
[sidebar, [1412.0, 1991.0, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2037.5, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2084.0, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2130.5, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2177.0, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2223.5, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2270.0, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2316.5, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2363.0, 447.0, 46.5], SWA65vt2Ty, 5694036]
[sidebar, [1412.0, 2409.5, 447.0, 46.5], SWA65vt2Ty, 5694036]
