[1320, 1176]
[folio, [911.0, 69.0, 161.0, 18.0], e8-mDCfdve, 5693931]
[paragraph, [407.0, 460.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 478.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 496.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 514.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 532.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 550.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 568.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 586.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 604.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 622.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 640.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 658.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 676.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 694.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [394.0, 746.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 764.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 782.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 800.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 818.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 836.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 854.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 872.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 890.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 908.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 926.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 944.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 962.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 980.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 998.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 1016.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 1034.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 1052.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 1070.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 1088.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [394.0, 1106.0, 325.0, 18.0], UqbhXbLtlb, 5693931]
[paragraph, [63.0, 847.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 865.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 883.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 901.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 919.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 937.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 955.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 973.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 991.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1009.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1027.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1045.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1063.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1081.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1099.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1117.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1135.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1153.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1171.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1189.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [63.0, 1207.0, 337.0, 18.0], 1YYsI4Tme3, 5693931]
[paragraph, [406.0, 1162.0, 310.0, 18.0], shoonya_1sPHN7L7C65MF5, 5693931]
[paragraph, [406.0, 1180.0, 310.0, 18.0], shoonya_1sPHN7L7C65MF5, 5693931]
