[1220, 768]
[headline, [92.0, 99.0, 211.0, 25.5], Of_7NKwSV4, 5770629]
[paragraph, [403.0, 476.0, 294.0, 18.0], VcvnDVMR4j, 5770629]
[paragraph, [403.0, 494.0, 294.0, 18.0], VcvnDVMR4j, 5770629]
[paragraph, [401.0, 516.0, 294.0, 18.0], IXcB1wrdSi, 5770629]
[paragraph, [401.0, 534.0, 294.0, 18.0], IXcB1wrdSi, 5770629]
[paragraph, [401.0, 552.0, 294.0, 18.0], IXcB1wrdSi, 5770629]
[paragraph, [401.0, 570.0, 294.0, 18.0], IXcB1wrdSi, 5770629]
[paragraph, [401.0, 588.0, 294.0, 18.0], IXcB1wrdSi, 5770629]
[paragraph, [423.0, 604.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 622.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 640.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 658.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 676.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 694.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 712.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 730.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 748.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [423.0, 766.0, 241.0, 18.0], uj5jK8l8MV, 5770629]
[paragraph, [416.0, 786.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 804.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 822.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 840.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 858.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 876.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 894.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 912.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 930.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [416.0, 948.0, 273.0, 18.0], EVP-irBWRO, 5770629]
[paragraph, [92.0, 857.0, 302.0, 18.0], jSrjNyjF22, 5770629]
[paragraph, [92.0, 875.0, 302.0, 18.0], jSrjNyjF22, 5770629]
[paragraph, [92.0, 893.0, 302.0, 18.0], jSrjNyjF22, 5770629]
[paragraph, [92.0, 911.0, 302.0, 18.0], jSrjNyjF22, 5770629]
[paragraph, [92.0, 929.0, 302.0, 18.0], jSrjNyjF22, 5770629]
[paragraph, [92.0, 947.0, 302.0, 18.0], jSrjNyjF22, 5770629]
[paragraph, [92.0, 965.0, 302.0, 18.0], jSrjNyjF22, 5770629]
[paragraph, [410.0, 971.0, 233.0, 18.0], jXqCvA9VOX, 5770629]
[paragraph, [410.0, 989.0, 233.0, 18.0], jXqCvA9VOX, 5770629]
[paragraph, [410.0, 1007.0, 233.0, 18.0], jXqCvA9VOX, 5770629]
[paragraph, [410.0, 1025.0, 233.0, 18.0], jXqCvA9VOX, 5770629]
[paragraph, [410.0, 1043.0, 233.0, 18.0], jXqCvA9VOX, 5770629]
[paragraph, [87.0, 994.0, 232.0, 18.0], Ht6XnFfX29, 5770629]
[paragraph, [80.0, 1021.0, 297.0, 18.0], t-xgiqem2Z, 5770629]
[paragraph, [80.0, 1039.0, 297.0, 18.0], t-xgiqem2Z, 5770629]
[footnote, [92.0, 1076.0, 579.0, 18.0], DM3whM_eAm, 5770629]
[footnote, [92.0, 1094.0, 579.0, 18.0], DM3whM_eAm, 5770629]
[footnote, [92.0, 1112.0, 579.0, 18.0], DM3whM_eAm, 5770629]
