[1355, 824]
[folio, [603.0, 57.0, 132.0, 18.0], x-Hrop6eIQ, 5782378]
[ordered-list, [79.0, 1183.0, 657.0, 18.0], dEvyXAFmSt, 5782378]
[ordered-list, [79.0, 1201.0, 657.0, 18.0], dEvyXAFmSt, 5782378]
[ordered-list, [79.0, 1219.0, 657.0, 18.0], dEvyXAFmSt, 5782378]
[sub-ordered-list, [89.0, 947.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 965.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 983.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1001.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1019.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1037.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1055.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1073.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1091.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1109.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1127.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1145.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1163.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1181.0, 641.0, 18.0], 531PNUwatZ, 5782378]
[sub-ordered-list, [89.0, 1199.0, 641.0, 18.0], 531PNUwatZ, 5782378]
