[1806, 1262]
[folio, [451.0, 102.0, 617.0, 36.0], shoonya_3sGCC414LMX1F7, 5680793]
[paragraph, [102.0, 1170.0, 489.0, 36.0], 1OWA3q_vJU, 5680793]
[paragraph, [102.0, 1206.0, 489.0, 36.0], 1OWA3q_vJU, 5680793]
[paragraph, [102.0, 1242.0, 489.0, 36.0], 1OWA3q_vJU, 5680793]
[paragraph, [102.0, 1278.0, 489.0, 36.0], 1OWA3q_vJU, 5680793]
[paragraph, [102.0, 1314.0, 489.0, 36.0], 1OWA3q_vJU, 5680793]
[paragraph, [102.0, 1350.0, 489.0, 36.0], 1OWA3q_vJU, 5680793]
[paragraph, [102.0, 1386.0, 489.0, 36.0], 1OWA3q_vJU, 5680793]
[paragraph, [104.0, 1449.0, 486.0, 36.0], shoonya_5s16OV1H3RN9M5, 5680793]
[paragraph, [104.0, 1485.0, 486.0, 36.0], shoonya_5s16OV1H3RN9M5, 5680793]
[paragraph, [104.0, 1521.0, 486.0, 36.0], shoonya_5s16OV1H3RN9M5, 5680793]
[paragraph, [104.0, 1557.0, 486.0, 36.0], shoonya_5s16OV1H3RN9M5, 5680793]
[paragraph, [104.0, 1593.0, 486.0, 36.0], shoonya_5s16OV1H3RN9M5, 5680793]
[paragraph, [104.0, 1629.0, 486.0, 36.0], shoonya_5s16OV1H3RN9M5, 5680793]
[paragraph, [104.0, 1665.0, 486.0, 36.0], shoonya_5s16OV1H3RN9M5, 5680793]
[paragraph, [640.0, 1592.0, 488.0, 36.0], shoonya_2sWOAXIY2EPA7D, 5680793]
[paragraph, [640.0, 1628.0, 488.0, 36.0], shoonya_2sWOAXIY2EPA7D, 5680793]
[paragraph, [640.0, 1664.0, 488.0, 36.0], shoonya_2sWOAXIY2EPA7D, 5680793]
