[2339, 1656]
[paragraph, [839.0, 90.0, 698.0, 36.0], shoonya_13sX17IICCYGQ4, 5749849]
[paragraph, [836.0, 1278.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1314.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [848.0, 1376.0, 695.0, 36.0], shoonya_2sM2PGA0CIGA56, 5749849]
[paragraph, [848.0, 1412.0, 695.0, 36.0], shoonya_2sM2PGA0CIGA56, 5749849]
[paragraph, [848.0, 1448.0, 695.0, 36.0], shoonya_2sM2PGA0CIGA56, 5749849]
[paragraph, [848.0, 1484.0, 695.0, 36.0], shoonya_2sM2PGA0CIGA56, 5749849]
[paragraph, [848.0, 1520.0, 695.0, 36.0], shoonya_2sM2PGA0CIGA56, 5749849]
[paragraph, [848.0, 1556.0, 695.0, 36.0], shoonya_2sM2PGA0CIGA56, 5749849]
[paragraph, [184.0, 1546.0, 464.0, 36.0], GrL2nks-kN, 5749849]
[paragraph, [849.0, 1591.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1627.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1663.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1699.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1735.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1771.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1807.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1843.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1879.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [849.0, 1915.0, 702.0, 36.0], shoonya_4sYUGXDX3BHCL9, 5749849]
[paragraph, [128.0, 1595.0, 697.0, 36.0], JH7nWoIKzW, 5749849]
[paragraph, [128.0, 1631.0, 697.0, 36.0], JH7nWoIKzW, 5749849]
[paragraph, [153.0, 1695.0, 616.0, 36.0], RMpA7i1mt1, 5749849]
[paragraph, [145.0, 1747.0, 616.0, 36.0], PVMbj77oXN, 5749849]
[paragraph, [103.0, 1809.0, 720.0, 36.0], -K6S7fxmvM, 5749849]
[paragraph, [103.0, 1845.0, 720.0, 36.0], -K6S7fxmvM, 5749849]
[paragraph, [107.0, 1909.0, 722.0, 36.0], 7YNh82c-AI, 5749849]
[paragraph, [107.0, 1945.0, 722.0, 36.0], 7YNh82c-AI, 5749849]
[paragraph, [107.0, 1981.0, 722.0, 36.0], 7YNh82c-AI, 5749849]
[paragraph, [917.0, 1957.0, 406.0, 36.0], kU1GWOH0r1, 5749849]
[paragraph, [917.0, 2015.0, 406.0, 36.0], GQfkh6GJ_S, 5749849]
[paragraph, [184.0, 2019.0, 253.0, 36.0], cK8C9-D3Wp, 5749849]
