[872, 605]
[folio, [468.0, 37.0, 88.0, 18.0], qf0BZtw7PB, 6456731]
[paragraph, [304.0, 603.0, 249.0, 18.0], hrwLMi60so, 6456731]
[paragraph, [304.0, 621.0, 249.0, 18.0], hrwLMi60so, 6456731]
[paragraph, [51.0, 641.0, 252.0, 18.0], xV25PBYOtc, 6456731]
[paragraph, [51.0, 659.0, 252.0, 18.0], xV25PBYOtc, 6456731]
[paragraph, [303.0, 644.0, 248.0, 18.0], JezipOaNp9, 6456731]
[paragraph, [303.0, 662.0, 248.0, 18.0], JezipOaNp9, 6456731]
[paragraph, [65.0, 690.0, 201.0, 18.0], b39sKqluWN, 6456731]
[reference, [303.0, 690.0, 250.0, 18.0], pA8N4Y9p1K, 6456731]
[reference, [303.0, 708.0, 250.0, 18.0], pA8N4Y9p1K, 6456731]
[reference, [303.0, 726.0, 250.0, 18.0], pA8N4Y9p1K, 6456731]
[reference, [303.0, 744.0, 250.0, 18.0], pA8N4Y9p1K, 6456731]
[reference, [303.0, 762.0, 250.0, 18.0], pA8N4Y9p1K, 6456731]
[reference, [303.0, 780.0, 250.0, 18.0], pA8N4Y9p1K, 6456731]
[reference, [303.0, 798.0, 250.0, 18.0], pA8N4Y9p1K, 6456731]
[paragraph, [51.0, 713.0, 211.0, 18.0], XfEOnDZ-rl, 6456731]
[reference, [55.0, 742.0, 247.0, 18.0], 1HxTLTGXbF, 6456731]
[reference, [55.0, 760.0, 247.0, 18.0], 1HxTLTGXbF, 6456731]
[reference, [55.0, 778.0, 247.0, 18.0], 1HxTLTGXbF, 6456731]
[reference, [55.0, 796.0, 247.0, 18.0], 1HxTLTGXbF, 6456731]
