[1763, 1275]
[section-title, [725.0, 32.0, 474.0, 49.5], shoonya_11sDDL0WMPNFDX, 5713287]
[paragraph, [692.0, 855.0, 539.0, 36.0], shoonya_1s6GZ8B6X6M3UQ, 5713287]
[paragraph, [692.0, 891.0, 539.0, 36.0], shoonya_1s6GZ8B6X6M3UQ, 5713287]
[paragraph, [692.0, 927.0, 539.0, 36.0], shoonya_1s6GZ8B6X6M3UQ, 5713287]
[paragraph, [233.0, 498.0, 414.0, 36.0], shoonya_7sEFL3A4G2J01R, 5713287]
[paragraph, [233.0, 534.0, 414.0, 36.0], shoonya_7sEFL3A4G2J01R, 5713287]
[paragraph, [233.0, 570.0, 414.0, 36.0], shoonya_7sEFL3A4G2J01R, 5713287]
[paragraph, [233.0, 606.0, 414.0, 36.0], shoonya_7sEFL3A4G2J01R, 5713287]
[paragraph, [44.0, 663.0, 606.0, 36.0], shoonya_10s8ZXUCMJTE6F, 5713287]
[paragraph, [44.0, 699.0, 606.0, 36.0], shoonya_10s8ZXUCMJTE6F, 5713287]
[paragraph, [40.0, 731.0, 627.0, 36.0], shoonya_6s2CKFRYHLKSZ7, 5713287]
[paragraph, [40.0, 767.0, 627.0, 36.0], shoonya_6s2CKFRYHLKSZ7, 5713287]
[paragraph, [40.0, 803.0, 627.0, 36.0], shoonya_6s2CKFRYHLKSZ7, 5713287]
[paragraph, [40.0, 839.0, 627.0, 36.0], shoonya_6s2CKFRYHLKSZ7, 5713287]
[paragraph, [40.0, 875.0, 627.0, 36.0], shoonya_6s2CKFRYHLKSZ7, 5713287]
[paragraph, [40.0, 911.0, 627.0, 36.0], shoonya_6s2CKFRYHLKSZ7, 5713287]
[contact-info, [713.0, 982.0, 143.0, 36.0], OpBGgO9B_p, 5713287]
[section-title, [301.0, 1050.0, 352.0, 49.5], shoonya_8s152CLA2R474U, 5713287]
[paragraph, [284.0, 1115.0, 982.0, 36.0], shoonya_5sU3TG9W7DDOGC, 5713287]
[paragraph, [284.0, 1151.0, 982.0, 36.0], shoonya_5sU3TG9W7DDOGC, 5713287]
[paragraph, [284.0, 1187.0, 982.0, 36.0], shoonya_5sU3TG9W7DDOGC, 5713287]
[paragraph, [282.0, 1264.0, 985.0, 36.0], k3xqCYarSA, 5713287]
[paragraph, [282.0, 1300.0, 985.0, 36.0], k3xqCYarSA, 5713287]
[paragraph, [282.0, 1336.0, 985.0, 36.0], k3xqCYarSA, 5713287]
[paragraph, [282.0, 1372.0, 985.0, 36.0], k3xqCYarSA, 5713287]
[paragraph, [282.0, 1408.0, 985.0, 36.0], k3xqCYarSA, 5713287]
[paragraph, [282.0, 1444.0, 985.0, 36.0], k3xqCYarSA, 5713287]
[paragraph, [277.0, 1533.0, 994.0, 36.0], shoonya_13s0B5849537JT, 5713287]
[paragraph, [277.0, 1569.0, 994.0, 36.0], shoonya_13s0B5849537JT, 5713287]
[paragraph, [277.0, 1605.0, 994.0, 36.0], shoonya_13s0B5849537JT, 5713287]
[paragraph, [277.0, 1641.0, 994.0, 36.0], shoonya_13s0B5849537JT, 5713287]
