[1818, 1374]
[folio, [542.0, 125.0, 253.0, 36.0], shoonya_0sRKZJT0X2W4J4, 5682965]
[paragraph, [692.0, 406.0, 571.0, 36.0], ONhS7stvxb, 5682965]
[paragraph, [690.0, 564.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 600.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 636.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 672.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 708.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 744.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 780.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 816.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 852.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 888.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 924.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 960.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 996.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1032.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1068.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1104.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1140.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1176.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1212.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1248.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1284.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1320.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1356.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1392.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1428.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1464.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1500.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1536.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1572.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1608.0, 568.0, 36.0], QJR2TFb65R, 5682965]
[paragraph, [690.0, 1644.0, 568.0, 36.0], QJR2TFb65R, 5682965]
