[4210, 2980]
[folio, [2240.0, 199.0, 445.0, 52.5], shoonya_2sKZYD88BMGU8S, 5698861]
[answer, [333.0, 2562.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2615.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2667.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2720.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2772.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2825.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2877.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2930.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2982.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3035.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3087.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3140.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3192.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3245.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3297.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3350.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3402.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3455.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3507.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3560.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3612.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3665.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3717.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3770.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 3822.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[ordered-list, [474.0, 2139.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2191.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2244.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2296.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2349.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2401.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2454.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2506.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2559.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2611.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2664.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2716.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2769.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2821.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2874.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2926.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 2979.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3031.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3084.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3136.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3189.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3241.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3294.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3346.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3399.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3451.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3504.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3556.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3609.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3661.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3714.0, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
[ordered-list, [474.0, 3766.5, 2220.0, 52.5], shoonya_3sKV74HG0G9QFT, 5698861]
