[1238, 765]
[chapter-title, [295.0, 71.0, 205.0, 30.0], dfNdIfxMRA, 5770676]
[paragraph, [81.0, 754.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 772.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 790.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 808.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 826.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 844.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [385.0, 758.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 776.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 794.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 812.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 830.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 848.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 866.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 884.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 902.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 920.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [385.0, 938.0, 303.0, 18.0], shoonya_1sPRBQ61URVH5F, 5770676]
[paragraph, [78.0, 867.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 885.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 903.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 921.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 939.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 957.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 975.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 993.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 1011.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [78.0, 1029.0, 308.0, 18.0], LmuD93UW4g, 5770676]
[paragraph, [386.0, 954.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 972.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 990.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1008.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1026.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1044.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1062.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1080.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1098.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1116.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1134.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [386.0, 1152.0, 306.0, 18.0], N8qAa9pNLD, 5770676]
[paragraph, [68.0, 1059.0, 320.0, 18.0], XmUhQl3o8k, 5770676]
[paragraph, [68.0, 1077.0, 320.0, 18.0], XmUhQl3o8k, 5770676]
[paragraph, [68.0, 1095.0, 320.0, 18.0], XmUhQl3o8k, 5770676]
[paragraph, [68.0, 1113.0, 320.0, 18.0], XmUhQl3o8k, 5770676]
[paragraph, [68.0, 1131.0, 320.0, 18.0], XmUhQl3o8k, 5770676]
[paragraph, [68.0, 1149.0, 320.0, 18.0], XmUhQl3o8k, 5770676]
