[1448, 2048]
[section-title, [585.0, 218.0, 877.0, 30.0], shoonya_0sM4MV3FK8EUD8, 6473811]
[unordered-list, [318.0, 1083.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[unordered-list, [318.0, 1101.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[unordered-list, [318.0, 1119.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[unordered-list, [318.0, 1137.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[unordered-list, [318.0, 1155.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[unordered-list, [318.0, 1173.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[unordered-list, [318.0, 1191.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[unordered-list, [318.0, 1209.0, 373.0, 18.0], shoonya_1sDQI0BLXUFJMV, 6473811]
[folio, [506.0, 1286.0, 789.0, 18.0], MQe09PvWQI, 6473811]
[folio, [506.0, 1304.0, 789.0, 18.0], MQe09PvWQI, 6473811]
[folio, [506.0, 1322.0, 789.0, 18.0], MQe09PvWQI, 6473811]
[folio, [1391.0, 1295.0, 167.0, 18.0], vlsqskwYyf, 6473811]
[folio, [1391.0, 1313.0, 167.0, 18.0], vlsqskwYyf, 6473811]
