[1754, 1241]
[chapter-title, [342.0, 246.0, 379.0, 58.5], shoonya_11sVJRX0FVGMAY, 6472189]
[paragraph, [865.0, 923.0, 206.0, 36.0], shoonya_5s627EXV865R4W, 6472189]
[paragraph, [865.0, 959.0, 206.0, 36.0], shoonya_5s627EXV865R4W, 6472189]
[paragraph, [865.0, 995.0, 206.0, 36.0], shoonya_5s627EXV865R4W, 6472189]
[paragraph, [865.0, 1031.0, 206.0, 36.0], shoonya_5s627EXV865R4W, 6472189]
[paragraph, [865.0, 1067.0, 206.0, 36.0], shoonya_5s627EXV865R4W, 6472189]
[paragraph, [865.0, 1103.0, 206.0, 36.0], shoonya_5s627EXV865R4W, 6472189]
[paragraph, [865.0, 1139.0, 206.0, 36.0], shoonya_5s627EXV865R4W, 6472189]
[paragraph, [172.0, 947.0, 208.0, 36.0], shoonya_3sK3RLNPC3OXLY, 6472189]
[paragraph, [172.0, 983.0, 208.0, 36.0], shoonya_3sK3RLNPC3OXLY, 6472189]
[paragraph, [172.0, 1019.0, 208.0, 36.0], shoonya_3sK3RLNPC3OXLY, 6472189]
[paragraph, [172.0, 1055.0, 208.0, 36.0], shoonya_3sK3RLNPC3OXLY, 6472189]
[paragraph, [172.0, 1091.0, 208.0, 36.0], shoonya_3sK3RLNPC3OXLY, 6472189]
[paragraph, [172.0, 1127.0, 208.0, 36.0], shoonya_3sK3RLNPC3OXLY, 6472189]
[paragraph, [171.0, 1191.0, 442.0, 36.0], shoonya_6sI7WLCFUFRLZZ, 6472189]
[paragraph, [171.0, 1227.0, 442.0, 36.0], shoonya_6sI7WLCFUFRLZZ, 6472189]
[paragraph, [623.0, 1200.0, 448.0, 36.0], shoonya_10sEHERC0K2G31, 6472189]
[paragraph, [626.0, 1270.0, 444.0, 36.0], shoonya_18sHR5GW2XRCNI, 6472189]
[paragraph, [626.0, 1306.0, 444.0, 36.0], shoonya_18sHR5GW2XRCNI, 6472189]
[paragraph, [170.0, 1298.0, 447.0, 36.0], shoonya_17s9KV9FBOWEOX, 6472189]
[paragraph, [170.0, 1334.0, 447.0, 36.0], shoonya_17s9KV9FBOWEOX, 6472189]
[paragraph, [170.0, 1370.0, 447.0, 36.0], shoonya_17s9KV9FBOWEOX, 6472189]
[paragraph, [627.0, 1374.0, 441.0, 36.0], shoonya_12sO91NGXPWAQN, 6472189]
[paragraph, [627.0, 1410.0, 441.0, 36.0], shoonya_12sO91NGXPWAQN, 6472189]
[paragraph, [627.0, 1446.0, 441.0, 36.0], shoonya_12sO91NGXPWAQN, 6472189]
[paragraph, [627.0, 1482.0, 441.0, 36.0], shoonya_12sO91NGXPWAQN, 6472189]
[paragraph, [172.0, 1440.0, 445.0, 36.0], shoonya_14sMGWZY9M33IE, 6472189]
[paragraph, [172.0, 1476.0, 445.0, 36.0], shoonya_14sMGWZY9M33IE, 6472189]
