[2094, 1538]
[folio, [44.0, 55.0, 206.0, 36.0], shoonya_6sJT55JKDO6CF7, 5712698]
[paragraph, [764.0, 1086.0, 725.0, 36.0], bb0HYgN2es, 5712698]
[paragraph, [764.0, 1122.0, 725.0, 36.0], bb0HYgN2es, 5712698]
[paragraph, [764.0, 1158.0, 725.0, 36.0], bb0HYgN2es, 5712698]
[paragraph, [36.0, 580.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 616.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 652.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 688.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 724.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 760.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 796.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 832.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 868.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [36.0, 904.0, 725.0, 36.0], shoonya_2s2YOWMLRS90TR, 5712698]
[paragraph, [37.0, 946.0, 726.0, 36.0], shoonya_3sTCTU41AHZ0W4, 5712698]
[paragraph, [37.0, 982.0, 726.0, 36.0], shoonya_3sTCTU41AHZ0W4, 5712698]
[paragraph, [37.0, 1018.0, 726.0, 36.0], shoonya_3sTCTU41AHZ0W4, 5712698]
[paragraph, [37.0, 1054.0, 726.0, 36.0], shoonya_3sTCTU41AHZ0W4, 5712698]
[paragraph, [37.0, 1090.0, 726.0, 36.0], shoonya_3sTCTU41AHZ0W4, 5712698]
[paragraph, [37.0, 1126.0, 726.0, 36.0], shoonya_3sTCTU41AHZ0W4, 5712698]
[paragraph, [38.0, 1182.0, 725.0, 36.0], shoonya_4s31HPO98R22SE, 5712698]
[paragraph, [38.0, 1218.0, 725.0, 36.0], shoonya_4s31HPO98R22SE, 5712698]
[paragraph, [38.0, 1254.0, 725.0, 36.0], shoonya_4s31HPO98R22SE, 5712698]
[paragraph, [38.0, 1290.0, 725.0, 36.0], shoonya_4s31HPO98R22SE, 5712698]
[paragraph, [38.0, 1326.0, 725.0, 36.0], shoonya_4s31HPO98R22SE, 5712698]
[paragraph, [768.0, 1198.0, 718.0, 36.0], dxmf96G4tZ, 5712698]
[paragraph, [768.0, 1234.0, 718.0, 36.0], dxmf96G4tZ, 5712698]
[paragraph, [768.0, 1270.0, 718.0, 36.0], dxmf96G4tZ, 5712698]
[paragraph, [768.0, 1306.0, 718.0, 36.0], dxmf96G4tZ, 5712698]
[paragraph, [768.0, 1342.0, 718.0, 36.0], dxmf96G4tZ, 5712698]
[paragraph, [768.0, 1378.0, 718.0, 36.0], dxmf96G4tZ, 5712698]
[paragraph, [36.0, 1389.0, 730.0, 36.0], shoonya_7s745I3DC7L6MU, 5712698]
[paragraph, [36.0, 1425.0, 730.0, 36.0], shoonya_7s745I3DC7L6MU, 5712698]
[paragraph, [36.0, 1461.0, 730.0, 36.0], shoonya_7s745I3DC7L6MU, 5712698]
[paragraph, [36.0, 1497.0, 730.0, 36.0], shoonya_7s745I3DC7L6MU, 5712698]
[paragraph, [36.0, 1533.0, 730.0, 36.0], shoonya_7s745I3DC7L6MU, 5712698]
[paragraph, [771.0, 1438.0, 543.0, 36.0], L81JGuxUdt, 5712698]
[paragraph, [771.0, 1474.0, 543.0, 36.0], L81JGuxUdt, 5712698]
[paragraph, [771.0, 1510.0, 543.0, 36.0], L81JGuxUdt, 5712698]
[paragraph, [773.0, 1573.0, 543.0, 36.0], WqBurFWgRR, 5712698]
[paragraph, [773.0, 1609.0, 543.0, 36.0], WqBurFWgRR, 5712698]
[paragraph, [38.0, 1594.0, 733.0, 36.0], MLexa459Da, 5712698]
[paragraph, [38.0, 1630.0, 733.0, 36.0], MLexa459Da, 5712698]
[paragraph, [38.0, 1666.0, 733.0, 36.0], MLexa459Da, 5712698]
[paragraph, [38.0, 1702.0, 733.0, 36.0], MLexa459Da, 5712698]
[paragraph, [38.0, 1738.0, 733.0, 36.0], MLexa459Da, 5712698]
[paragraph, [38.0, 1774.0, 733.0, 36.0], MLexa459Da, 5712698]
[sidebar, [787.0, 1652.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[sidebar, [787.0, 1688.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[sidebar, [787.0, 1724.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[sidebar, [787.0, 1760.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[sidebar, [787.0, 1796.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[sidebar, [787.0, 1832.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[sidebar, [787.0, 1868.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[sidebar, [787.0, 1904.0, 691.0, 36.0], 24iTE13dUN, 5712698]
[paragraph, [30.0, 1794.0, 737.0, 36.0], ifm8_mx4PT, 5712698]
[paragraph, [30.0, 1830.0, 737.0, 36.0], ifm8_mx4PT, 5712698]
[paragraph, [30.0, 1866.0, 737.0, 36.0], ifm8_mx4PT, 5712698]
[paragraph, [30.0, 1902.0, 737.0, 36.0], ifm8_mx4PT, 5712698]
[paragraph, [30.0, 1938.0, 737.0, 36.0], ifm8_mx4PT, 5712698]
[paragraph, [30.0, 1974.0, 737.0, 36.0], ifm8_mx4PT, 5712698]
[paragraph, [30.0, 2010.0, 737.0, 36.0], ifm8_mx4PT, 5712698]
[contact-info, [789.0, 1938.0, 687.0, 36.0], Jtzxa_pD5Q, 5712698]
[contact-info, [789.0, 1974.0, 687.0, 36.0], Jtzxa_pD5Q, 5712698]
